gnl|ECaadb|1002|NP_415616.1	gnl|RZaadb|5329	NP_415616.1
gnl|ECaadb|3543|NP_418410.1	gnl|RZaadb|118	NP_418410.1
gnl|ECaadb|3544|NP_418411.1	gnl|RZaadb|119	NP_418411.1
gnl|ECaadb|3545|NP_418412.1	gnl|RZaadb|5832	NP_418412.1
gnl|ECaadb|3547|NP_418414.1	gnl|RZaadb|121	NP_418414.1
gnl|ECaadb|3548|NP_418415.1	gnl|RZaadb|5914	NP_418415.1
gnl|ECaadb|3551|NP_418418.2	gnl|RZaadb|3819	NP_418418.2
gnl|ECaadb|3553|NP_418421.1	gnl|RZaadb|3820	NP_418421.1
gnl|ECaadb|3554|NP_418422.1	gnl|RZaadb|3817	NP_418422.1
gnl|ECaadb|3556|NP_418425.1	gnl|RZaadb|4273	NP_418425.1
gnl|ECaadb|3559|NP_418428.1	gnl|RZaadb|17	NP_418428.1
gnl|ECaadb|355|NP_414933.1	gnl|RZaadb|241	NP_414933.1
gnl|ECaadb|3564|NP_418433.1	gnl|RZaadb|3079	NP_418433.1
gnl|ECaadb|3565|NP_418434.1	gnl|RZaadb|4289	NP_418434.1
gnl|ECaadb|3568|NP_418437.1	gnl|RZaadb|325	NP_418437.1
gnl|ECaadb|3570|NP_418439.1	gnl|RZaadb|5951	NP_418439.1
gnl|ECaadb|3574|NP_418443.1	gnl|RZaadb|5380	NP_418443.1
gnl|ECaadb|3580|NP_418449.1	gnl|RZaadb|3289	NP_418449.1
gnl|ECaadb|3590|NP_418459.1	gnl|RZaadb|1033	NP_418459.1
gnl|ECaadb|3594|NP_418464.1	gnl|RZaadb|5503	NP_418464.1
gnl|ECaadb|3599|NP_418469.1	gnl|RZaadb|1250	NP_418469.1
gnl|ECaadb|3603|NP_418473.3	gnl|RZaadb|5354	NP_418473.3
gnl|ECaadb|3605|NP_418475.1	gnl|RZaadb|1843	NP_418475.1
gnl|ECaadb|3606|NP_418476.1	gnl|RZaadb|1196	NP_418476.1
gnl|ECaadb|3610|NP_418480.1	gnl|RZaadb|5384	NP_418480.1
gnl|ECaadb|3612|NP_418482.1	gnl|RZaadb|1854	NP_418482.1
gnl|ECaadb|3617|NP_418487.1	gnl|RZaadb|1540	NP_418487.1
gnl|ECaadb|361|NP_414939.1	gnl|RZaadb|1857	NP_414939.1
gnl|ECaadb|3623|NP_418493.1	gnl|RZaadb|4284	NP_418493.1
gnl|ECaadb|362|NP_414940.1	gnl|RZaadb|1858	NP_414940.1
gnl|ECaadb|3641|NP_418511.1	gnl|RZaadb|5243	NP_418511.1
gnl|ECaadb|3644|NP_418514.1	gnl|RZaadb|563	NP_418514.1
gnl|ECaadb|3647|NP_418518.1	gnl|RZaadb|479	NP_418518.1
gnl|ECaadb|3648|NP_418519.1	gnl|RZaadb|1039	NP_418519.1
gnl|ECaadb|3649|NP_418520.1	gnl|RZaadb|3469	NP_418520.1
gnl|ECaadb|3650|NP_418522.1	gnl|RZaadb|274	NP_418522.1
gnl|ECaadb|3651|NP_418523.1	gnl|RZaadb|3468	NP_418523.1
gnl|ECaadb|3652|NP_418524.1	gnl|RZaadb|3467	NP_418524.1
gnl|ECaadb|3653|NP_418525.1	gnl|RZaadb|3466	NP_418525.1
gnl|ECaadb|3656|NP_418530.1	gnl|RZaadb|5557	NP_418530.1
gnl|ECaadb|3663|NP_418537.1	gnl|RZaadb|4025	NP_418537.1
gnl|ECaadb|3669|NP_418543.1	gnl|RZaadb|4550	NP_418543.1
gnl|ECaadb|3677|NP_418551.1	gnl|RZaadb|5417	NP_418551.1
gnl|ECaadb|3688|NP_418562.4	gnl|RZaadb|4667	NP_418562.4
gnl|ECaadb|3691|NP_418566.1	gnl|RZaadb|363	NP_418566.1
gnl|ECaadb|3692|NP_418567.1	gnl|RZaadb|3108	NP_418567.1
gnl|ECaadb|3696|NP_418571.1	gnl|RZaadb|675	NP_418571.1
gnl|ECaadb|3697|NP_418572.4	gnl|RZaadb|388	NP_418572.4
gnl|ECaadb|3699|NP_418574.1	gnl|RZaadb|5404	NP_418574.1
gnl|ECaadb|369|NP_414947.1	gnl|RZaadb|16	NP_414947.1
gnl|ECaadb|3704|NP_418579.2	gnl|RZaadb|4322	NP_418579.2
gnl|ECaadb|3712|NP_418587.1	gnl|RZaadb|3386	NP_418587.1
gnl|ECaadb|3713|NP_418588.1	gnl|RZaadb|5933	NP_418588.1
gnl|ECaadb|3717|NP_418592.1	gnl|RZaadb|5373	NP_418592.1
gnl|ECaadb|3719|NP_418594.1	gnl|RZaadb|1282	NP_418594.1
gnl|ECaadb|371|NP_414949.1	gnl|RZaadb|319	NP_414949.1
gnl|ECaadb|3721|NP_418596.1	gnl|RZaadb|482	NP_418596.1
gnl|ECaadb|3723|NP_418598.1	gnl|RZaadb|1464	NP_418598.1
gnl|ECaadb|3724|NP_418599.1	gnl|RZaadb|995	NP_418599.1
gnl|ECaadb|3727|NP_418602.1	gnl|RZaadb|3915	NP_418602.1
gnl|ECaadb|3728|NP_418603.1	gnl|RZaadb|3916	NP_418603.1
gnl|ECaadb|372|NP_414950.1	gnl|RZaadb|840	NP_414950.1
gnl|ECaadb|3730|NP_418605.1	gnl|RZaadb|287	NP_418605.1
gnl|ECaadb|3733|NP_418608.6	gnl|RZaadb|2614	NP_418608.6
gnl|ECaadb|3737|NP_418612.1	gnl|RZaadb|524	NP_418612.1
gnl|ECaadb|3748|NP_418623.1	gnl|RZaadb|655	NP_418623.1
gnl|ECaadb|3756|NP_418632.1	gnl|RZaadb|2256	NP_418632.1
gnl|ECaadb|3757|NP_418633.4	gnl|RZaadb|1338	NP_418633.4
gnl|ECaadb|3758|NP_418634.1	gnl|RZaadb|1240	NP_418634.1
gnl|ECaadb|3759|NP_418635.1	gnl|RZaadb|2553	NP_418635.1
gnl|ECaadb|375|NP_414953.2	gnl|RZaadb|4479	NP_414953.2
gnl|ECaadb|3769|NP_418647.1	gnl|RZaadb|1552	NP_418647.1
gnl|ECaadb|376|NP_414954.1	gnl|RZaadb|3066	NP_414954.1
gnl|ECaadb|3770|NP_418648.1	gnl|RZaadb|298	NP_418648.1
gnl|ECaadb|3772|NP_418652.2	gnl|RZaadb|631	NP_418652.2
gnl|ECaadb|3776|NP_418656.1	gnl|RZaadb|1137	NP_418656.1
gnl|ECaadb|3779|NP_418660.1	gnl|RZaadb|2408	NP_418660.1
gnl|ECaadb|377|NP_414955.1	gnl|RZaadb|5680	NP_414955.1
gnl|ECaadb|3783|NP_418664.2	gnl|RZaadb|4680	NP_418664.2
gnl|ECaadb|3785|NP_418666.1	gnl|RZaadb|2615	NP_418666.1
gnl|ECaadb|3787|NP_418669.1	gnl|RZaadb|1100	NP_418669.1
gnl|ECaadb|3788|NP_418670.1	gnl|RZaadb|1694	NP_418670.1
gnl|ECaadb|3794|NP_418679.1	gnl|RZaadb|1734	NP_418679.1
gnl|ECaadb|3799|NP_418684.1	gnl|RZaadb|2924	NP_418684.1
gnl|ECaadb|3802|NP_418687.1	gnl|RZaadb|4935	NP_418687.1
gnl|ECaadb|3803|NP_418688.1	gnl|RZaadb|4937	NP_418688.1
gnl|ECaadb|3812|NP_418704.1	gnl|RZaadb|5264	NP_418704.1
gnl|ECaadb|3814|NP_418708.1	gnl|RZaadb|3992	NP_418708.1
gnl|ECaadb|3821|NP_418715.2	gnl|RZaadb|2029	NP_418715.2
gnl|ECaadb|3847|NP_418742.1	gnl|RZaadb|3905	NP_418742.1
gnl|ECaadb|3856|NP_418751.4	gnl|RZaadb|1974	NP_418751.4
gnl|ECaadb|3857|NP_418752.1	gnl|RZaadb|1427	NP_418752.1
gnl|ECaadb|386|NP_414964.1	gnl|RZaadb|596	NP_414964.1
gnl|ECaadb|3877|NP_418778.4	gnl|RZaadb|3281	NP_418778.4
gnl|ECaadb|387|NP_414965.1	gnl|RZaadb|4501	NP_414965.1
gnl|ECaadb|3891|NP_418792.1	gnl|RZaadb|3371	NP_418792.1
gnl|ECaadb|3896|NP_418798.1	gnl|RZaadb|284	NP_418798.1
gnl|ECaadb|3897|NP_418799.1	gnl|RZaadb|3451	NP_418799.1
gnl|ECaadb|3898|NP_418800.1	gnl|RZaadb|5554	NP_418800.1
gnl|ECaadb|3904|NP_418806.1	gnl|RZaadb|1195	NP_418806.1
gnl|ECaadb|3906|NP_418808.1	gnl|RZaadb|78	NP_418808.1
gnl|ECaadb|3910|NP_418812.1	gnl|RZaadb|1146	NP_418812.1
gnl|ECaadb|3911|NP_418813.1	gnl|RZaadb|5135	NP_418813.1
gnl|ECaadb|393|NP_414971.1	gnl|RZaadb|48	NP_414971.1
gnl|ECaadb|394|NP_414972.1	gnl|RZaadb|609	NP_414972.1
gnl|ECaadb|395|NP_414973.1	gnl|RZaadb|1215	NP_414973.1
gnl|ECaadb|400|NP_414978.1	gnl|RZaadb|5261	NP_414978.1
gnl|ECaadb|403|NP_414981.4	gnl|RZaadb|545	NP_414981.4
gnl|ECaadb|4057|YP_009518822.1	gnl|RZaadb|900	YP_009518822.1
gnl|ECaadb|406|NP_414984.1	gnl|RZaadb|7	NP_414984.1
gnl|ECaadb|407|NP_414985.1	gnl|RZaadb|1566	NP_414985.1
gnl|ECaadb|408|NP_414986.1	gnl|RZaadb|839	NP_414986.1
gnl|ECaadb|4117|YP_025294.2	gnl|RZaadb|2267	YP_025294.2
gnl|ECaadb|4122|YP_025300.1	gnl|RZaadb|535	YP_025300.1
gnl|ECaadb|4132|YP_025310.1	gnl|RZaadb|2816	YP_025310.1
gnl|ECaadb|4135|YP_026162.2	gnl|RZaadb|5156	YP_026162.2
gnl|ECaadb|4139|YP_026169.1	gnl|RZaadb|1597	YP_026169.1
gnl|ECaadb|4141|YP_026171.3	gnl|RZaadb|4459	YP_026171.3
gnl|ECaadb|4142|YP_026172.1	gnl|RZaadb|107	YP_026172.1
gnl|ECaadb|414|NP_414992.1	gnl|RZaadb|3433	NP_414992.1
gnl|ECaadb|4152|YP_026188.1	gnl|RZaadb|5046	YP_026188.1
gnl|ECaadb|4154|YP_026190.1	gnl|RZaadb|5512	YP_026190.1
gnl|ECaadb|4155|YP_026191.1	gnl|RZaadb|3118	YP_026191.1
gnl|ECaadb|4165|YP_026204.1	gnl|RZaadb|1932	YP_026204.1
gnl|ECaadb|4169|YP_026209.1	gnl|RZaadb|5315	YP_026209.1
gnl|ECaadb|4175|YP_026215.2	gnl|RZaadb|4457	YP_026215.2
gnl|ECaadb|417|NP_414995.1	gnl|RZaadb|4998	NP_414995.1
gnl|ECaadb|4182|YP_026222.1	gnl|RZaadb|642	YP_026222.1
gnl|ECaadb|4183|YP_026223.1	gnl|RZaadb|2405	YP_026223.1
gnl|ECaadb|4192|YP_026232.1	gnl|RZaadb|4868	YP_026232.1
gnl|ECaadb|4194|YP_026237.1	gnl|RZaadb|5159	YP_026237.1
gnl|ECaadb|4195|YP_026238.1	gnl|RZaadb|3097	YP_026238.1
gnl|ECaadb|4198|YP_026241.1	gnl|RZaadb|5668	YP_026241.1
gnl|ECaadb|41|NP_414585.1	gnl|RZaadb|728	NP_414585.1
gnl|ECaadb|4201|YP_026244.1	gnl|RZaadb|646	YP_026244.1
gnl|ECaadb|4202|YP_026245.1	gnl|RZaadb|5320	YP_026245.1
gnl|ECaadb|4204|YP_026247.1	gnl|RZaadb|2919	YP_026247.1
gnl|ECaadb|4205|YP_026248.1	gnl|RZaadb|2599	YP_026248.1
gnl|ECaadb|4209|YP_026254.1	gnl|RZaadb|5709	YP_026254.1
gnl|ECaadb|4210|YP_026255.1	gnl|RZaadb|2745	YP_026255.1
gnl|ECaadb|4215|YP_026260.1	gnl|RZaadb|1550	YP_026260.1
gnl|ECaadb|4217|YP_026262.1	gnl|RZaadb|2808	YP_026262.1
gnl|ECaadb|4218|YP_026263.3	gnl|RZaadb|2347	YP_026263.3
gnl|ECaadb|4220|YP_026265.1	gnl|RZaadb|1388	YP_026265.1
gnl|ECaadb|4221|YP_026266.1	gnl|RZaadb|1503	YP_026266.1
gnl|ECaadb|4223|YP_026268.1	gnl|RZaadb|1666	YP_026268.1
gnl|ECaadb|4224|YP_026269.1	gnl|RZaadb|3357	YP_026269.1
gnl|ECaadb|4229|YP_026274.1	gnl|RZaadb|1553	YP_026274.1
gnl|ECaadb|4237|YP_026282.1	gnl|RZaadb|809	YP_026282.1
gnl|ECaadb|4241|YP_026286.1	gnl|RZaadb|5279	YP_026286.1
gnl|ECaadb|4244|YP_026290.1	gnl|RZaadb|3276	YP_026290.1
gnl|ECaadb|4247|YP_588437.1	gnl|RZaadb|53	YP_588437.1
gnl|ECaadb|424|NP_415002.1	gnl|RZaadb|618	NP_415002.1
gnl|ECaadb|4265|YP_588458.1	gnl|RZaadb|4511	YP_588458.1
gnl|ECaadb|427|NP_415005.1	gnl|RZaadb|462	NP_415005.1
gnl|ECaadb|4283|YP_588477.1	gnl|RZaadb|161	YP_588477.1
gnl|ECaadb|428|NP_415006.1	gnl|RZaadb|4092	NP_415006.1
gnl|ECaadb|429|NP_415007.1	gnl|RZaadb|2603	NP_415007.1
gnl|ECaadb|430|NP_415008.1	gnl|RZaadb|5078	NP_415008.1
gnl|ECaadb|433|NP_415011.1	gnl|RZaadb|3208	NP_415011.1
gnl|ECaadb|434|NP_415012.1	gnl|RZaadb|3759	NP_415012.1
gnl|ECaadb|436|NP_415014.1	gnl|RZaadb|3404	NP_415014.1
gnl|ECaadb|442|NP_415020.1	gnl|RZaadb|548	NP_415020.1
gnl|ECaadb|448|NP_415026.1	gnl|RZaadb|4473	NP_415026.1
gnl|ECaadb|449|NP_415027.1	gnl|RZaadb|4378	NP_415027.1
gnl|ECaadb|450|NP_415028.1	gnl|RZaadb|1558	NP_415028.1
gnl|ECaadb|456|NP_415038.1	gnl|RZaadb|1434	NP_415038.1
gnl|ECaadb|459|NP_415041.1	gnl|RZaadb|4058	NP_415041.1
gnl|ECaadb|466|NP_415049.1	gnl|RZaadb|1891	NP_415049.1
gnl|ECaadb|470|NP_415054.1	gnl|RZaadb|3517	NP_415054.1
gnl|ECaadb|471|NP_415055.1	gnl|RZaadb|5062	NP_415055.1
gnl|ECaadb|472|NP_415056.1	gnl|RZaadb|581	NP_415056.1
gnl|ECaadb|474|NP_415058.1	gnl|RZaadb|197	NP_415058.1
gnl|ECaadb|478|NP_415062.1	gnl|RZaadb|5927	NP_415062.1
gnl|ECaadb|488|NP_415075.1	gnl|RZaadb|2504	NP_415075.1
gnl|ECaadb|48|NP_414592.1	gnl|RZaadb|474	NP_414592.1
gnl|ECaadb|490|NP_415077.1	gnl|RZaadb|3399	NP_415077.1
gnl|ECaadb|49|NP_414593.1	gnl|RZaadb|2790	NP_414593.1
gnl|ECaadb|4|NP_414545.1	gnl|RZaadb|3030	NP_414545.1
gnl|ECaadb|50|NP_414594.1	gnl|RZaadb|1197	NP_414594.1
gnl|ECaadb|512|NP_415103.1	gnl|RZaadb|5833	NP_415103.1
gnl|ECaadb|549|NP_415141.1	gnl|RZaadb|3878	NP_415141.1
gnl|ECaadb|551|NP_415144.1	gnl|RZaadb|2308	NP_415144.1
gnl|ECaadb|556|NP_415149.4	gnl|RZaadb|4297	NP_415149.4
gnl|ECaadb|566|NP_415161.1	gnl|RZaadb|1804	NP_415161.1
gnl|ECaadb|574|NP_415169.1	gnl|RZaadb|781	NP_415169.1
gnl|ECaadb|580|NP_415175.1	gnl|RZaadb|4281	NP_415175.1
gnl|ECaadb|589|NP_415184.1	gnl|RZaadb|3350	NP_415184.1
gnl|ECaadb|597|NP_415192.1	gnl|RZaadb|3346	NP_415192.1
gnl|ECaadb|598|NP_415193.2	gnl|RZaadb|606	NP_415193.2
gnl|ECaadb|599|NP_415194.1	gnl|RZaadb|3345	NP_415194.1
gnl|ECaadb|604|NP_415203.1	gnl|RZaadb|4329	NP_415203.1
gnl|ECaadb|610|NP_415209.1	gnl|RZaadb|772	NP_415209.1
gnl|ECaadb|617|NP_415219.1	gnl|RZaadb|3522	NP_415219.1
gnl|ECaadb|618|NP_415220.1	gnl|RZaadb|3521	NP_415220.1
gnl|ECaadb|619|NP_415222.1	gnl|RZaadb|4619	NP_415222.1
gnl|ECaadb|620|NP_415223.1	gnl|RZaadb|6001	NP_415223.1
gnl|ECaadb|621|NP_415224.1	gnl|RZaadb|4620	NP_415224.1
gnl|ECaadb|622|NP_415225.1	gnl|RZaadb|4621	NP_415225.1
gnl|ECaadb|623|NP_415226.1	gnl|RZaadb|4622	NP_415226.1
gnl|ECaadb|630|NP_415236.1	gnl|RZaadb|1711	NP_415236.1
gnl|ECaadb|633|NP_415239.1	gnl|RZaadb|4892	NP_415239.1
gnl|ECaadb|634|NP_415240.1	gnl|RZaadb|4893	NP_415240.1
gnl|ECaadb|635|NP_415241.1	gnl|RZaadb|5051	NP_415241.1
gnl|ECaadb|642|NP_415248.1	gnl|RZaadb|560	NP_415248.1
gnl|ECaadb|643|NP_415249.1	gnl|RZaadb|4400	NP_415249.1
gnl|ECaadb|645|NP_415251.1	gnl|RZaadb|4402	NP_415251.1
gnl|ECaadb|646|NP_415252.1	gnl|RZaadb|580	NP_415252.1
gnl|ECaadb|647|NP_415254.1	gnl|RZaadb|1548	NP_415254.1
gnl|ECaadb|648|NP_415255.1	gnl|RZaadb|4410	NP_415255.1
gnl|ECaadb|649|NP_415256.1	gnl|RZaadb|4406	NP_415256.1
gnl|ECaadb|650|NP_415257.1	gnl|RZaadb|4408	NP_415257.1
gnl|ECaadb|654|NP_415261.2	gnl|RZaadb|3774	NP_415261.2
gnl|ECaadb|655|NP_415262.1	gnl|RZaadb|3773	NP_415262.1
gnl|ECaadb|657|NP_415264.1	gnl|RZaadb|179	NP_415264.1
gnl|ECaadb|658|NP_415265.1	gnl|RZaadb|178	NP_415265.1
gnl|ECaadb|664|NP_415271.1	gnl|RZaadb|4714	NP_415271.1
gnl|ECaadb|668|NP_415275.1	gnl|RZaadb|5341	NP_415275.1
gnl|ECaadb|669|NP_415276.1	gnl|RZaadb|3464	NP_415276.1
gnl|ECaadb|66|NP_414613.1	gnl|RZaadb|5674	NP_414613.1
gnl|ECaadb|670|NP_415277.1	gnl|RZaadb|4331	NP_415277.1
gnl|ECaadb|673|NP_415280.3	gnl|RZaadb|792	NP_415280.3
gnl|ECaadb|677|NP_415284.1	gnl|RZaadb|878	NP_415284.1
gnl|ECaadb|678|NP_415285.1	gnl|RZaadb|1582	NP_415285.1
gnl|ECaadb|679|NP_415286.1	gnl|RZaadb|5943	NP_415286.1
gnl|ECaadb|67|NP_414614.1	gnl|RZaadb|4366	NP_414614.1
gnl|ECaadb|68|NP_414615.4	gnl|RZaadb|919	NP_414615.4
gnl|ECaadb|695|NP_415302.1	gnl|RZaadb|2025	NP_415302.1
gnl|ECaadb|696|NP_415303.1	gnl|RZaadb|3088	NP_415303.1
gnl|ECaadb|697|NP_415304.1	gnl|RZaadb|779	NP_415304.1
gnl|ECaadb|700|NP_415307.1	gnl|RZaadb|466	NP_415307.1
gnl|ECaadb|706|NP_415313.1	gnl|RZaadb|2502	NP_415313.1
gnl|ECaadb|707|NP_415314.1	gnl|RZaadb|2501	NP_415314.1
gnl|ECaadb|708|NP_415315.4	gnl|RZaadb|2500	NP_415315.4
gnl|ECaadb|709|NP_415316.1	gnl|RZaadb|2499	NP_415316.1
gnl|ECaadb|710|NP_415317.4	gnl|RZaadb|2498	NP_415317.4
gnl|ECaadb|727|NP_415334.1	gnl|RZaadb|3425	NP_415334.1
gnl|ECaadb|72|NP_414620.1	gnl|RZaadb|481	NP_414620.1
gnl|ECaadb|739|NP_415347.1	gnl|RZaadb|861	NP_415347.1
gnl|ECaadb|740|NP_415348.1	gnl|RZaadb|1908	NP_415348.1
gnl|ECaadb|742|NP_415350.2	gnl|RZaadb|4662	NP_415350.2
gnl|ECaadb|743|NP_415351.1	gnl|RZaadb|3442	NP_415351.1
gnl|ECaadb|750|NP_415358.1	gnl|RZaadb|2364	NP_415358.1
gnl|ECaadb|75|NP_414624.1	gnl|RZaadb|1385	NP_414624.1
gnl|ECaadb|767|NP_415375.1	gnl|RZaadb|1118	NP_415375.1
gnl|ECaadb|768|NP_415376.4	gnl|RZaadb|3166	NP_415376.4
gnl|ECaadb|769|NP_415377.1	gnl|RZaadb|1119	NP_415377.1
gnl|ECaadb|770|NP_415378.1	gnl|RZaadb|3165	NP_415378.1
gnl|ECaadb|773|NP_415381.1	gnl|RZaadb|5774	NP_415381.1
gnl|ECaadb|780|NP_415388.1	gnl|RZaadb|5377	NP_415388.1
gnl|ECaadb|784|NP_415392.1	gnl|RZaadb|3884	NP_415392.1
gnl|ECaadb|785|NP_415393.1	gnl|RZaadb|4072	NP_415393.1
gnl|ECaadb|78|NP_414627.1	gnl|RZaadb|5857	NP_414627.1
gnl|ECaadb|795|NP_415403.1	gnl|RZaadb|1782	NP_415403.1
gnl|ECaadb|796|NP_415404.1	gnl|RZaadb|13	NP_415404.1
gnl|ECaadb|79|NP_414628.1	gnl|RZaadb|2298	NP_414628.1
gnl|ECaadb|800|NP_415408.1	gnl|RZaadb|2356	NP_415408.1
gnl|ECaadb|801|NP_415409.1	gnl|RZaadb|4068	NP_415409.1
gnl|ECaadb|804|NP_415412.1	gnl|RZaadb|2597	NP_415412.1
gnl|ECaadb|805|NP_415413.1	gnl|RZaadb|1744	NP_415413.1
gnl|ECaadb|80|NP_414629.1	gnl|RZaadb|112	NP_414629.1
gnl|ECaadb|81|NP_414630.1	gnl|RZaadb|1382	NP_414630.1
gnl|ECaadb|820|NP_415428.1	gnl|RZaadb|3081	NP_415428.1
gnl|ECaadb|822|NP_415430.1	gnl|RZaadb|3532	NP_415430.1
gnl|ECaadb|823|NP_415431.1	gnl|RZaadb|1034	NP_415431.1
gnl|ECaadb|824|NP_415432.1	gnl|RZaadb|12	NP_415432.1
gnl|ECaadb|826|NP_415434.1	gnl|RZaadb|275	NP_415434.1
gnl|ECaadb|828|NP_415436.1	gnl|RZaadb|3050	NP_415436.1
gnl|ECaadb|829|NP_415437.1	gnl|RZaadb|950	NP_415437.1
gnl|ECaadb|830|NP_415438.1	gnl|RZaadb|3487	NP_415438.1
gnl|ECaadb|839|NP_415447.1	gnl|RZaadb|1409	NP_415447.1
gnl|ECaadb|83|NP_414632.1	gnl|RZaadb|1381	NP_414632.1
gnl|ECaadb|840|NP_415448.1	gnl|RZaadb|3995	NP_415448.1
gnl|ECaadb|843|NP_415451.1	gnl|RZaadb|278	NP_415451.1
gnl|ECaadb|844|NP_415452.1	gnl|RZaadb|2860	NP_415452.1
gnl|ECaadb|847|NP_415455.1	gnl|RZaadb|5899	NP_415455.1
gnl|ECaadb|84|NP_414633.1	gnl|RZaadb|1380	NP_414633.1
gnl|ECaadb|857|NP_415465.1	gnl|RZaadb|3262	NP_415465.1
gnl|ECaadb|85|NP_414634.1	gnl|RZaadb|2297	NP_414634.1
gnl|ECaadb|866|NP_415474.1	gnl|RZaadb|3501	NP_415474.1
gnl|ECaadb|877|NP_415485.4	gnl|RZaadb|2647	NP_415485.4
gnl|ECaadb|880|NP_415488.1	gnl|RZaadb|2012	NP_415488.1
gnl|ECaadb|89|NP_414638.1	gnl|RZaadb|108	NP_414638.1
gnl|ECaadb|8|NP_414549.1	gnl|RZaadb|103	NP_414549.1
gnl|ECaadb|911|NP_415520.1	gnl|RZaadb|1614	NP_415520.1
gnl|ECaadb|918|NP_415527.4	gnl|RZaadb|5337	NP_415527.4
gnl|ECaadb|91|NP_414640.1	gnl|RZaadb|4482	NP_414640.1
gnl|ECaadb|923|NP_415532.3	gnl|RZaadb|5207	NP_415532.3
gnl|ECaadb|924|NP_415533.1	gnl|RZaadb|5412	NP_415533.1
gnl|ECaadb|925|NP_415534.1	gnl|RZaadb|4066	NP_415534.1
gnl|ECaadb|938|NP_415551.2	gnl|RZaadb|4048	NP_415551.2
gnl|ECaadb|957|NP_415571.1	gnl|RZaadb|2913	NP_415571.1
gnl|ECaadb|95|NP_414645.1	gnl|RZaadb|1012	NP_414645.1
gnl|ECaadb|966|NP_415580.1	gnl|RZaadb|3295	NP_415580.1
gnl|ECaadb|970|NP_415584.1	gnl|RZaadb|257	NP_415584.1
gnl|ECaadb|973|NP_415587.1	gnl|RZaadb|3343	NP_415587.1
gnl|ECaadb|978|NP_415592.1	gnl|RZaadb|1110	NP_415592.1
gnl|ECaadb|980|NP_415594.1	gnl|RZaadb|3187	NP_415594.1
gnl|ECaadb|982|NP_415596.1	gnl|RZaadb|883	NP_415596.1
gnl|ECaadb|984|NP_415598.3	gnl|RZaadb|1113	NP_415598.3
gnl|ECaadb|990|NP_415604.1	gnl|RZaadb|1298	NP_415604.1
gnl|ECaadb|993|NP_415607.1	gnl|RZaadb|9	NP_415607.1
gnl|ECaadb|994|NP_415608.2	gnl|RZaadb|5442	NP_415608.2
gnl|ECaadb|995|NP_415609.1	gnl|RZaadb|5441	NP_415609.1
gnl|ECaadb|996|NP_415610.1	gnl|RZaadb|2792	NP_415610.1
gnl|ECaadb|997|NP_415611.1	gnl|RZaadb|957	NP_415611.1
gnl|ECaadb|998|NP_415612.1	gnl|RZaadb|15	NP_415612.1
gnl|ECaadb|999|NP_415613.1	gnl|RZaadb|657	NP_415613.1
