gnl|RZaadb|1006|WP_011428143.1	WP_011428143.1	gnl|RZaadb|1006
gnl|RZaadb|345|WP_004674538.1	WP_004674538.1	gnl|RZaadb|345
gnl|RZaadb|3460|WP_016735112.1	WP_016735112.1	gnl|RZaadb|3460
gnl|RZaadb|3461|WP_016735113.1	WP_016735113.1	gnl|RZaadb|3461
gnl|RZaadb|3462|WP_016735114.1	WP_016735114.1	gnl|RZaadb|3462
gnl|RZaadb|3463|WP_016735115.1	WP_016735115.1	gnl|RZaadb|3463
gnl|RZaadb|3464|WP_016735116.1	WP_016735116.1	gnl|RZaadb|3464
gnl|RZaadb|3466|WP_016735118.1	WP_016735118.1	gnl|RZaadb|3466
gnl|RZaadb|3467|WP_016735119.1	WP_016735119.1	gnl|RZaadb|3467
gnl|RZaadb|3468|WP_016735120.1	WP_016735120.1	gnl|RZaadb|3468
gnl|RZaadb|3469|WP_016735121.1	WP_016735121.1	gnl|RZaadb|3469
gnl|RZaadb|3480|WP_016735133.1	WP_016735133.1	gnl|RZaadb|3480
gnl|RZaadb|3487|WP_016735143.1	WP_016735143.1	gnl|RZaadb|3487
gnl|RZaadb|3490|WP_016735146.1	WP_016735146.1	gnl|RZaadb|3490
gnl|RZaadb|3491|WP_016735148.1	WP_016735148.1	gnl|RZaadb|3491
gnl|RZaadb|3493|WP_016735150.1	WP_016735150.1	gnl|RZaadb|3493
gnl|RZaadb|3495|WP_016735153.1	WP_016735153.1	gnl|RZaadb|3495
gnl|RZaadb|3496|WP_016735154.1	WP_016735154.1	gnl|RZaadb|3496
gnl|RZaadb|3498|WP_016735157.1	WP_016735157.1	gnl|RZaadb|3498
gnl|RZaadb|34|WP_003570770.1	WP_003570770.1	gnl|RZaadb|34
gnl|RZaadb|3501|WP_016735160.1	WP_016735160.1	gnl|RZaadb|3501
gnl|RZaadb|3503|WP_016735162.1	WP_016735162.1	gnl|RZaadb|3503
gnl|RZaadb|3516|WP_016735176.1	WP_016735176.1	gnl|RZaadb|3516
gnl|RZaadb|3517|WP_016735177.1	WP_016735177.1	gnl|RZaadb|3517
gnl|RZaadb|351|WP_004674733.1	WP_004674733.1	gnl|RZaadb|351
gnl|RZaadb|3520|WP_016735181.1	WP_016735181.1	gnl|RZaadb|3520
gnl|RZaadb|3521|WP_016735182.1	WP_016735182.1	gnl|RZaadb|3521
gnl|RZaadb|3522|WP_016735183.1	WP_016735183.1	gnl|RZaadb|3522
gnl|RZaadb|3527|WP_016735190.1	WP_016735190.1	gnl|RZaadb|3527
gnl|RZaadb|3528|WP_016735191.1	WP_016735191.1	gnl|RZaadb|3528
gnl|RZaadb|3530|WP_016735193.1	WP_016735193.1	gnl|RZaadb|3530
gnl|RZaadb|3532|WP_016735197.1	WP_016735197.1	gnl|RZaadb|3532
gnl|RZaadb|3536|WP_016735201.1	WP_016735201.1	gnl|RZaadb|3536
gnl|RZaadb|3540|WP_016735206.1	WP_016735206.1	gnl|RZaadb|3540
gnl|RZaadb|355|WP_004674851.1	WP_004674851.1	gnl|RZaadb|355
gnl|RZaadb|356|WP_004674871.1	WP_004674871.1	gnl|RZaadb|356
gnl|RZaadb|3572|WP_016735246.1	WP_016735246.1	gnl|RZaadb|3572
gnl|RZaadb|357|WP_004674918.1	WP_004674918.1	gnl|RZaadb|357
gnl|RZaadb|358|WP_004674922.1	WP_004674922.1	gnl|RZaadb|358
gnl|RZaadb|35|WP_003570776.1	WP_003570776.1	gnl|RZaadb|35
gnl|RZaadb|360|WP_004674926.1	WP_004674926.1	gnl|RZaadb|360
gnl|RZaadb|361|WP_004674929.1	WP_004674929.1	gnl|RZaadb|361
gnl|RZaadb|362|WP_004674949.1	WP_004674949.1	gnl|RZaadb|362
gnl|RZaadb|3631|WP_016735333.1	WP_016735333.1	gnl|RZaadb|3631
gnl|RZaadb|363|WP_004674972.1	WP_004674972.1	gnl|RZaadb|363
gnl|RZaadb|3645|WP_016735355.1	WP_016735355.1	gnl|RZaadb|3645
gnl|RZaadb|3647|WP_016735358.1	WP_016735358.1	gnl|RZaadb|3647
gnl|RZaadb|3648|WP_016735359.1	WP_016735359.1	gnl|RZaadb|3648
gnl|RZaadb|3649|WP_016735360.1	WP_016735360.1	gnl|RZaadb|3649
gnl|RZaadb|364|WP_004674979.1	WP_004674979.1	gnl|RZaadb|364
gnl|RZaadb|3660|WP_016735374.1	WP_016735374.1	gnl|RZaadb|3660
gnl|RZaadb|3675|WP_016735396.1	WP_016735396.1	gnl|RZaadb|3675
gnl|RZaadb|367|WP_004675044.1	WP_004675044.1	gnl|RZaadb|367
gnl|RZaadb|370|WP_004675052.1	WP_004675052.1	gnl|RZaadb|370
gnl|RZaadb|371|WP_004675053.1	WP_004675053.1	gnl|RZaadb|371
gnl|RZaadb|3731|WP_016735466.1	WP_016735466.1	gnl|RZaadb|3731
gnl|RZaadb|3739|WP_016735480.1	WP_016735480.1	gnl|RZaadb|3739
gnl|RZaadb|3740|WP_016735481.1	WP_016735481.1	gnl|RZaadb|3740
gnl|RZaadb|3759|WP_016735505.1	WP_016735505.1	gnl|RZaadb|3759
gnl|RZaadb|3760|WP_016735506.1	WP_016735506.1	gnl|RZaadb|3760
gnl|RZaadb|3761|WP_016735507.1	WP_016735507.1	gnl|RZaadb|3761
gnl|RZaadb|3762|WP_016735508.1	WP_016735508.1	gnl|RZaadb|3762
gnl|RZaadb|3763|WP_016735510.1	WP_016735510.1	gnl|RZaadb|3763
gnl|RZaadb|3773|WP_016735522.1	WP_016735522.1	gnl|RZaadb|3773
gnl|RZaadb|3774|WP_016735523.1	WP_016735523.1	gnl|RZaadb|3774
gnl|RZaadb|3776|WP_016735525.1	WP_016735525.1	gnl|RZaadb|3776
gnl|RZaadb|377|WP_004675229.1	WP_004675229.1	gnl|RZaadb|377
gnl|RZaadb|3799|WP_016735549.1	WP_016735549.1	gnl|RZaadb|3799
gnl|RZaadb|3805|WP_016735555.1	WP_016735555.1	gnl|RZaadb|3805
gnl|RZaadb|3807|WP_016735557.1	WP_016735557.1	gnl|RZaadb|3807
gnl|RZaadb|3817|WP_016735570.1	WP_016735570.1	gnl|RZaadb|3817
gnl|RZaadb|3819|WP_016735572.1	WP_016735572.1	gnl|RZaadb|3819
gnl|RZaadb|3820|WP_016735573.1	WP_016735573.1	gnl|RZaadb|3820
gnl|RZaadb|3821|WP_016735577.1	WP_016735577.1	gnl|RZaadb|3821
gnl|RZaadb|3878|WP_016735667.1	WP_016735667.1	gnl|RZaadb|3878
gnl|RZaadb|3881|WP_016735671.1	WP_016735671.1	gnl|RZaadb|3881
gnl|RZaadb|3884|WP_016735674.1	WP_016735674.1	gnl|RZaadb|3884
gnl|RZaadb|388|WP_004675552.1	WP_004675552.1	gnl|RZaadb|388
gnl|RZaadb|3892|WP_016735686.1	WP_016735686.1	gnl|RZaadb|3892
gnl|RZaadb|3896|WP_016735691.1	WP_016735691.1	gnl|RZaadb|3896
gnl|RZaadb|3897|WP_016735692.1	WP_016735692.1	gnl|RZaadb|3897
gnl|RZaadb|389|WP_004675596.1	WP_004675596.1	gnl|RZaadb|389
gnl|RZaadb|3905|WP_016735702.1	WP_016735702.1	gnl|RZaadb|3905
gnl|RZaadb|3911|WP_016735710.1	WP_016735710.1	gnl|RZaadb|3911
gnl|RZaadb|3912|WP_016735711.1	WP_016735711.1	gnl|RZaadb|3912
gnl|RZaadb|3915|WP_016735714.1	WP_016735714.1	gnl|RZaadb|3915
gnl|RZaadb|3916|WP_016735715.1	WP_016735715.1	gnl|RZaadb|3916
gnl|RZaadb|391|WP_004675609.1	WP_004675609.1	gnl|RZaadb|391
gnl|RZaadb|395|WP_004675679.1	WP_004675679.1	gnl|RZaadb|395
gnl|RZaadb|396|WP_004675681.1	WP_004675681.1	gnl|RZaadb|396
gnl|RZaadb|3986|WP_016735805.1	WP_016735805.1	gnl|RZaadb|3986
gnl|RZaadb|3992|WP_016735812.1	WP_016735812.1	gnl|RZaadb|3992
gnl|RZaadb|3995|WP_016735815.1	WP_016735815.1	gnl|RZaadb|3995
gnl|RZaadb|3997|WP_016735817.1	WP_016735817.1	gnl|RZaadb|3997
gnl|RZaadb|39|WP_003573772.1	WP_003573772.1	gnl|RZaadb|39
gnl|RZaadb|4004|WP_016735826.1	WP_016735826.1	gnl|RZaadb|4004
gnl|RZaadb|400|WP_004675748.1	WP_004675748.1	gnl|RZaadb|400
gnl|RZaadb|401|WP_004675751.1	WP_004675751.1	gnl|RZaadb|401
gnl|RZaadb|4025|WP_016735855.1	WP_016735855.1	gnl|RZaadb|4025
gnl|RZaadb|4040|WP_016735871.1	WP_016735871.1	gnl|RZaadb|4040
gnl|RZaadb|4042|WP_016735873.1	WP_016735873.1	gnl|RZaadb|4042
gnl|RZaadb|4047|WP_016735878.1	WP_016735878.1	gnl|RZaadb|4047
gnl|RZaadb|4048|WP_016735879.1	WP_016735879.1	gnl|RZaadb|4048
gnl|RZaadb|4051|WP_016735883.1	WP_016735883.1	gnl|RZaadb|4051
gnl|RZaadb|4054|WP_016735887.1	WP_016735887.1	gnl|RZaadb|4054
gnl|RZaadb|4056|WP_016735889.1	WP_016735889.1	gnl|RZaadb|4056
gnl|RZaadb|4057|WP_016735890.1	WP_016735890.1	gnl|RZaadb|4057
gnl|RZaadb|4058|WP_016735891.1	WP_016735891.1	gnl|RZaadb|4058
gnl|RZaadb|4059|WP_016735892.1	WP_016735892.1	gnl|RZaadb|4059
gnl|RZaadb|4066|WP_016735901.1	WP_016735901.1	gnl|RZaadb|4066
gnl|RZaadb|4068|WP_016735903.1	WP_016735903.1	gnl|RZaadb|4068
gnl|RZaadb|4072|WP_016735907.1	WP_016735907.1	gnl|RZaadb|4072
gnl|RZaadb|4076|WP_016735912.1	WP_016735912.1	gnl|RZaadb|4076
gnl|RZaadb|4085|WP_016735922.1	WP_016735922.1	gnl|RZaadb|4085
gnl|RZaadb|4088|WP_016735926.1	WP_016735926.1	gnl|RZaadb|4088
gnl|RZaadb|4089|WP_016735927.1	WP_016735927.1	gnl|RZaadb|4089
gnl|RZaadb|4092|WP_016735930.1	WP_016735930.1	gnl|RZaadb|4092
gnl|RZaadb|4097|WP_016735936.1	WP_016735936.1	gnl|RZaadb|4097
gnl|RZaadb|40|WP_003573784.1	WP_003573784.1	gnl|RZaadb|40
gnl|RZaadb|410|WP_004675831.1	WP_004675831.1	gnl|RZaadb|410
gnl|RZaadb|4110|WP_016735955.1	WP_016735955.1	gnl|RZaadb|4110
gnl|RZaadb|4111|WP_016735956.1	WP_016735956.1	gnl|RZaadb|4111
gnl|RZaadb|4126|WP_016735972.1	WP_016735972.1	gnl|RZaadb|4126
gnl|RZaadb|4130|WP_016735977.1	WP_016735977.1	gnl|RZaadb|4130
gnl|RZaadb|4134|WP_016735983.1	WP_016735983.1	gnl|RZaadb|4134
gnl|RZaadb|415|WP_004675925.1	WP_004675925.1	gnl|RZaadb|415
gnl|RZaadb|4162|WP_016736018.1	WP_016736018.1	gnl|RZaadb|4162
gnl|RZaadb|4184|WP_016736046.1	WP_016736046.1	gnl|RZaadb|4184
gnl|RZaadb|41|WP_003573785.1	WP_003573785.1	gnl|RZaadb|41
gnl|RZaadb|4205|WP_016736079.1	WP_016736079.1	gnl|RZaadb|4205
gnl|RZaadb|420|WP_004675947.1	WP_004675947.1	gnl|RZaadb|420
gnl|RZaadb|4239|WP_016736150.1	WP_016736150.1	gnl|RZaadb|4239
gnl|RZaadb|4253|WP_016736175.1	WP_016736175.1	gnl|RZaadb|4253
gnl|RZaadb|4254|WP_016736179.1	WP_016736179.1	gnl|RZaadb|4254
gnl|RZaadb|4259|WP_016736185.1	WP_016736185.1	gnl|RZaadb|4259
gnl|RZaadb|4262|WP_016736191.1	WP_016736191.1	gnl|RZaadb|4262
gnl|RZaadb|4263|WP_016736192.1	WP_016736192.1	gnl|RZaadb|4263
gnl|RZaadb|4271|WP_016736202.1	WP_016736202.1	gnl|RZaadb|4271
gnl|RZaadb|4272|WP_016736204.1	WP_016736204.1	gnl|RZaadb|4272
gnl|RZaadb|4273|WP_016736205.1	WP_016736205.1	gnl|RZaadb|4273
gnl|RZaadb|4274|WP_016736206.1	WP_016736206.1	gnl|RZaadb|4274
gnl|RZaadb|4275|WP_016736207.1	WP_016736207.1	gnl|RZaadb|4275
gnl|RZaadb|4281|WP_016736213.1	WP_016736213.1	gnl|RZaadb|4281
gnl|RZaadb|4282|WP_016736214.1	WP_016736214.1	gnl|RZaadb|4282
gnl|RZaadb|4283|WP_016736215.1	WP_016736215.1	gnl|RZaadb|4283
gnl|RZaadb|4284|WP_016736216.1	WP_016736216.1	gnl|RZaadb|4284
gnl|RZaadb|4286|WP_016736218.1	WP_016736218.1	gnl|RZaadb|4286
gnl|RZaadb|4287|WP_016736219.1	WP_016736219.1	gnl|RZaadb|4287
gnl|RZaadb|4289|WP_016736221.1	WP_016736221.1	gnl|RZaadb|4289
gnl|RZaadb|4291|WP_016736226.1	WP_016736226.1	gnl|RZaadb|4291
gnl|RZaadb|4295|WP_016736232.1	WP_016736232.1	gnl|RZaadb|4295
gnl|RZaadb|4297|WP_016736237.1	WP_016736237.1	gnl|RZaadb|4297
gnl|RZaadb|4299|WP_016736242.1	WP_016736242.1	gnl|RZaadb|4299
gnl|RZaadb|42|WP_003573787.1	WP_003573787.1	gnl|RZaadb|42
gnl|RZaadb|4302|WP_016736249.1	WP_016736249.1	gnl|RZaadb|4302
gnl|RZaadb|4303|WP_016736251.1	WP_016736251.1	gnl|RZaadb|4303
gnl|RZaadb|4306|WP_016736254.1	WP_016736254.1	gnl|RZaadb|4306
gnl|RZaadb|4315|WP_016736263.1	WP_016736263.1	gnl|RZaadb|4315
gnl|RZaadb|4321|WP_016736272.1	WP_016736272.1	gnl|RZaadb|4321
gnl|RZaadb|4322|WP_016736273.1	WP_016736273.1	gnl|RZaadb|4322
gnl|RZaadb|4329|WP_016736280.1	WP_016736280.1	gnl|RZaadb|4329
gnl|RZaadb|4331|WP_016736282.1	WP_016736282.1	gnl|RZaadb|4331
gnl|RZaadb|4332|WP_016736284.1	WP_016736284.1	gnl|RZaadb|4332
gnl|RZaadb|4334|WP_016736286.1	WP_016736286.1	gnl|RZaadb|4334
gnl|RZaadb|4338|WP_016736291.1	WP_016736291.1	gnl|RZaadb|4338
gnl|RZaadb|4340|WP_016736293.1	WP_016736293.1	gnl|RZaadb|4340
gnl|RZaadb|4344|WP_016736297.1	WP_016736297.1	gnl|RZaadb|4344
gnl|RZaadb|4352|WP_016736307.1	WP_016736307.1	gnl|RZaadb|4352
gnl|RZaadb|4354|WP_016736309.1	WP_016736309.1	gnl|RZaadb|4354
gnl|RZaadb|4361|WP_016736318.1	WP_016736318.1	gnl|RZaadb|4361
gnl|RZaadb|4362|WP_016736319.1	WP_016736319.1	gnl|RZaadb|4362
gnl|RZaadb|4366|WP_016736326.1	WP_016736326.1	gnl|RZaadb|4366
gnl|RZaadb|4368|WP_016736328.1	WP_016736328.1	gnl|RZaadb|4368
gnl|RZaadb|4369|WP_016736329.1	WP_016736329.1	gnl|RZaadb|4369
gnl|RZaadb|4372|WP_016736334.1	WP_016736334.1	gnl|RZaadb|4372
gnl|RZaadb|4374|WP_016736337.1	WP_016736337.1	gnl|RZaadb|4374
gnl|RZaadb|4375|WP_016736338.1	WP_016736338.1	gnl|RZaadb|4375
gnl|RZaadb|4378|WP_016736341.1	WP_016736341.1	gnl|RZaadb|4378
gnl|RZaadb|4389|WP_016736353.1	WP_016736353.1	gnl|RZaadb|4389
gnl|RZaadb|4394|WP_016736360.1	WP_016736360.1	gnl|RZaadb|4394
gnl|RZaadb|4395|WP_016736361.1	WP_016736361.1	gnl|RZaadb|4395
gnl|RZaadb|43|WP_003573790.1	WP_003573790.1	gnl|RZaadb|43
gnl|RZaadb|4400|WP_016736366.1	WP_016736366.1	gnl|RZaadb|4400
gnl|RZaadb|4402|WP_016736368.1	WP_016736368.1	gnl|RZaadb|4402
gnl|RZaadb|4404|WP_016736373.1	WP_016736373.1	gnl|RZaadb|4404
gnl|RZaadb|4406|WP_016736375.1	WP_016736375.1	gnl|RZaadb|4406
gnl|RZaadb|4408|WP_016736377.1	WP_016736377.1	gnl|RZaadb|4408
gnl|RZaadb|440|WP_004676172.1	WP_004676172.1	gnl|RZaadb|440
gnl|RZaadb|4410|WP_016736380.1	WP_016736380.1	gnl|RZaadb|4410
gnl|RZaadb|4413|WP_016736383.1	WP_016736383.1	gnl|RZaadb|4413
gnl|RZaadb|4414|WP_016736384.1	WP_016736384.1	gnl|RZaadb|4414
gnl|RZaadb|4415|WP_016736385.1	WP_016736385.1	gnl|RZaadb|4415
gnl|RZaadb|441|WP_004676182.1	WP_004676182.1	gnl|RZaadb|441
gnl|RZaadb|4420|WP_016736392.1	WP_016736392.1	gnl|RZaadb|4420
gnl|RZaadb|4421|WP_016736393.1	WP_016736393.1	gnl|RZaadb|4421
gnl|RZaadb|4427|WP_016736401.1	WP_016736401.1	gnl|RZaadb|4427
gnl|RZaadb|442|WP_004676185.1	WP_004676185.1	gnl|RZaadb|442
gnl|RZaadb|4433|WP_016736414.1	WP_016736414.1	gnl|RZaadb|4433
gnl|RZaadb|443|WP_004676193.1	WP_004676193.1	gnl|RZaadb|443
gnl|RZaadb|4447|WP_016736433.1	WP_016736433.1	gnl|RZaadb|4447
gnl|RZaadb|4456|WP_016736446.1	WP_016736446.1	gnl|RZaadb|4456
gnl|RZaadb|4457|WP_016736448.1	WP_016736448.1	gnl|RZaadb|4457
gnl|RZaadb|4458|WP_016736449.1	WP_016736449.1	gnl|RZaadb|4458
gnl|RZaadb|4459|WP_016736450.1	WP_016736450.1	gnl|RZaadb|4459
gnl|RZaadb|445|WP_004676212.1	WP_004676212.1	gnl|RZaadb|445
gnl|RZaadb|4463|WP_016736456.1	WP_016736456.1	gnl|RZaadb|4463
gnl|RZaadb|4465|WP_016736458.1	WP_016736458.1	gnl|RZaadb|4465
gnl|RZaadb|4471|WP_016736469.1	WP_016736469.1	gnl|RZaadb|4471
gnl|RZaadb|4473|WP_016736472.1	WP_016736472.1	gnl|RZaadb|4473
gnl|RZaadb|4479|WP_016736480.1	WP_016736480.1	gnl|RZaadb|4479
gnl|RZaadb|4482|WP_016736484.1	WP_016736484.1	gnl|RZaadb|4482
gnl|RZaadb|4487|WP_016736489.1	WP_016736489.1	gnl|RZaadb|4487
gnl|RZaadb|4488|WP_016736490.1	WP_016736490.1	gnl|RZaadb|4488
gnl|RZaadb|4489|WP_016736491.1	WP_016736491.1	gnl|RZaadb|4489
gnl|RZaadb|4492|WP_016736497.1	WP_016736497.1	gnl|RZaadb|4492
gnl|RZaadb|449|WP_004676256.1	WP_004676256.1	gnl|RZaadb|449
gnl|RZaadb|44|WP_003573792.1	WP_003573792.1	gnl|RZaadb|44
gnl|RZaadb|4501|WP_016736508.1	WP_016736508.1	gnl|RZaadb|4501
gnl|RZaadb|4502|WP_016736510.1	WP_016736510.1	gnl|RZaadb|4502
gnl|RZaadb|4511|WP_016736523.1	WP_016736523.1	gnl|RZaadb|4511
gnl|RZaadb|4528|WP_016736544.1	WP_016736544.1	gnl|RZaadb|4528
gnl|RZaadb|4532|WP_016736548.1	WP_016736548.1	gnl|RZaadb|4532
gnl|RZaadb|4535|WP_016736552.1	WP_016736552.1	gnl|RZaadb|4535
gnl|RZaadb|4541|WP_016736558.1	WP_016736558.1	gnl|RZaadb|4541
gnl|RZaadb|4550|WP_016736571.1	WP_016736571.1	gnl|RZaadb|4550
gnl|RZaadb|4558|WP_016736584.1	WP_016736584.1	gnl|RZaadb|4558
gnl|RZaadb|4583|WP_016736614.1	WP_016736614.1	gnl|RZaadb|4583
gnl|RZaadb|4584|WP_016736615.1	WP_016736615.1	gnl|RZaadb|4584
gnl|RZaadb|4585|WP_016736616.1	WP_016736616.1	gnl|RZaadb|4585
gnl|RZaadb|4590|WP_016736621.1	WP_016736621.1	gnl|RZaadb|4590
gnl|RZaadb|45|WP_003573793.1	WP_003573793.1	gnl|RZaadb|45
gnl|RZaadb|4615|WP_016736650.1	WP_016736650.1	gnl|RZaadb|4615
gnl|RZaadb|4616|WP_016736653.1	WP_016736653.1	gnl|RZaadb|4616
gnl|RZaadb|4617|WP_016736654.1	WP_016736654.1	gnl|RZaadb|4617
gnl|RZaadb|4619|WP_016736656.1	WP_016736656.1	gnl|RZaadb|4619
gnl|RZaadb|461|WP_004676719.1	WP_004676719.1	gnl|RZaadb|461
gnl|RZaadb|4620|WP_016736657.1	WP_016736657.1	gnl|RZaadb|4620
gnl|RZaadb|4621|WP_016736658.1	WP_016736658.1	gnl|RZaadb|4621
gnl|RZaadb|4622|WP_016736659.1	WP_016736659.1	gnl|RZaadb|4622
gnl|RZaadb|4624|WP_016736661.1	WP_016736661.1	gnl|RZaadb|4624
gnl|RZaadb|4625|WP_016736662.1	WP_016736662.1	gnl|RZaadb|4625
gnl|RZaadb|4626|WP_016736663.1	WP_016736663.1	gnl|RZaadb|4626
gnl|RZaadb|462|WP_004676724.1	WP_004676724.1	gnl|RZaadb|462
gnl|RZaadb|4637|WP_016736678.1	WP_016736678.1	gnl|RZaadb|4637
gnl|RZaadb|4655|WP_016736701.1	WP_016736701.1	gnl|RZaadb|4655
gnl|RZaadb|4657|WP_016736703.1	WP_016736703.1	gnl|RZaadb|4657
gnl|RZaadb|4662|WP_016736708.1	WP_016736708.1	gnl|RZaadb|4662
gnl|RZaadb|4665|WP_016736711.1	WP_016736711.1	gnl|RZaadb|4665
gnl|RZaadb|4667|WP_016736713.1	WP_016736713.1	gnl|RZaadb|4667
gnl|RZaadb|4668|WP_016736714.1	WP_016736714.1	gnl|RZaadb|4668
gnl|RZaadb|466|WP_004676875.1	WP_004676875.1	gnl|RZaadb|466
gnl|RZaadb|4680|WP_016736729.1	WP_016736729.1	gnl|RZaadb|4680
gnl|RZaadb|4681|WP_016736730.1	WP_016736730.1	gnl|RZaadb|4681
gnl|RZaadb|4687|WP_016736741.1	WP_016736741.1	gnl|RZaadb|4687
gnl|RZaadb|4691|WP_016736745.1	WP_016736745.1	gnl|RZaadb|4691
gnl|RZaadb|46|WP_003573797.1	WP_003573797.1	gnl|RZaadb|46
gnl|RZaadb|4704|WP_016736761.1	WP_016736761.1	gnl|RZaadb|4704
gnl|RZaadb|4713|WP_016736774.1	WP_016736774.1	gnl|RZaadb|4713
gnl|RZaadb|4714|WP_016736775.1	WP_016736775.1	gnl|RZaadb|4714
gnl|RZaadb|4716|WP_016736778.1	WP_016736778.1	gnl|RZaadb|4716
gnl|RZaadb|472|WP_004677031.1	WP_004677031.1	gnl|RZaadb|472
gnl|RZaadb|4733|WP_016736797.1	WP_016736797.1	gnl|RZaadb|4733
gnl|RZaadb|4743|WP_016736815.1	WP_016736815.1	gnl|RZaadb|4743
gnl|RZaadb|474|WP_004677057.1	WP_004677057.1	gnl|RZaadb|474
gnl|RZaadb|4760|WP_016736835.1	WP_016736835.1	gnl|RZaadb|4760
gnl|RZaadb|4761|WP_016736836.1	WP_016736836.1	gnl|RZaadb|4761
gnl|RZaadb|4762|WP_016736837.1	WP_016736837.1	gnl|RZaadb|4762
gnl|RZaadb|4763|WP_016736838.1	WP_016736838.1	gnl|RZaadb|4763
gnl|RZaadb|4764|WP_016736839.1	WP_016736839.1	gnl|RZaadb|4764
gnl|RZaadb|4784|WP_016736869.1	WP_016736869.1	gnl|RZaadb|4784
gnl|RZaadb|4796|WP_016736883.1	WP_016736883.1	gnl|RZaadb|4796
gnl|RZaadb|479|WP_004677184.1	WP_004677184.1	gnl|RZaadb|479
gnl|RZaadb|4813|WP_016736902.1	WP_016736902.1	gnl|RZaadb|4813
gnl|RZaadb|481|WP_004677216.1	WP_004677216.1	gnl|RZaadb|481
gnl|RZaadb|4820|WP_016736911.1	WP_016736911.1	gnl|RZaadb|4820
gnl|RZaadb|4823|WP_016736917.1	WP_016736917.1	gnl|RZaadb|4823
gnl|RZaadb|4828|WP_016736922.1	WP_016736922.1	gnl|RZaadb|4828
gnl|RZaadb|482|WP_004677232.1	WP_004677232.1	gnl|RZaadb|482
gnl|RZaadb|483|WP_004677233.1	WP_004677233.1	gnl|RZaadb|483
gnl|RZaadb|4841|WP_016736935.1	WP_016736935.1	gnl|RZaadb|4841
gnl|RZaadb|4842|WP_016736936.1	WP_016736936.1	gnl|RZaadb|4842
gnl|RZaadb|4843|WP_016736937.1	WP_016736937.1	gnl|RZaadb|4843
gnl|RZaadb|4853|WP_016736951.1	WP_016736951.1	gnl|RZaadb|4853
gnl|RZaadb|4860|WP_016736960.1	WP_016736960.1	gnl|RZaadb|4860
gnl|RZaadb|4867|WP_016736968.1	WP_016736968.1	gnl|RZaadb|4867
gnl|RZaadb|4868|WP_016736969.1	WP_016736969.1	gnl|RZaadb|4868
gnl|RZaadb|4869|WP_016736970.1	WP_016736970.1	gnl|RZaadb|4869
gnl|RZaadb|4872|WP_016736973.1	WP_016736973.1	gnl|RZaadb|4872
gnl|RZaadb|4879|WP_016736981.1	WP_016736981.1	gnl|RZaadb|4879
gnl|RZaadb|4892|WP_016736994.1	WP_016736994.1	gnl|RZaadb|4892
gnl|RZaadb|4893|WP_016736995.1	WP_016736995.1	gnl|RZaadb|4893
gnl|RZaadb|4895|WP_016736998.1	WP_016736998.1	gnl|RZaadb|4895
gnl|RZaadb|4896|WP_016736999.1	WP_016736999.1	gnl|RZaadb|4896
gnl|RZaadb|48|WP_003573944.1	WP_003573944.1	gnl|RZaadb|48
gnl|RZaadb|4919|WP_016737024.1	WP_016737024.1	gnl|RZaadb|4919
gnl|RZaadb|491|WP_004677360.1	WP_004677360.1	gnl|RZaadb|491
gnl|RZaadb|4926|WP_016737032.1	WP_016737032.1	gnl|RZaadb|4926
gnl|RZaadb|4928|WP_016737036.1	WP_016737036.1	gnl|RZaadb|4928
gnl|RZaadb|4935|WP_016737044.1	WP_016737044.1	gnl|RZaadb|4935
gnl|RZaadb|4937|WP_016737046.1	WP_016737046.1	gnl|RZaadb|4937
gnl|RZaadb|4947|WP_016737061.1	WP_016737061.1	gnl|RZaadb|4947
gnl|RZaadb|4959|WP_016737077.1	WP_016737077.1	gnl|RZaadb|4959
gnl|RZaadb|4964|WP_016737084.1	WP_016737084.1	gnl|RZaadb|4964
gnl|RZaadb|4983|WP_016737109.1	WP_016737109.1	gnl|RZaadb|4983
gnl|RZaadb|4998|WP_016737126.1	WP_016737126.1	gnl|RZaadb|4998
gnl|RZaadb|49|WP_003574261.1	WP_003574261.1	gnl|RZaadb|49
gnl|RZaadb|4|WP_003540801.1	WP_003540801.1	gnl|RZaadb|4
gnl|RZaadb|5013|WP_016737143.1	WP_016737143.1	gnl|RZaadb|5013
gnl|RZaadb|5022|WP_016737156.1	WP_016737156.1	gnl|RZaadb|5022
gnl|RZaadb|5025|WP_016737160.1	WP_016737160.1	gnl|RZaadb|5025
gnl|RZaadb|5029|WP_016737164.1	WP_016737164.1	gnl|RZaadb|5029
gnl|RZaadb|5036|WP_016737173.1	WP_016737173.1	gnl|RZaadb|5036
gnl|RZaadb|5046|WP_016737185.1	WP_016737185.1	gnl|RZaadb|5046
gnl|RZaadb|5047|WP_016737188.1	WP_016737188.1	gnl|RZaadb|5047
gnl|RZaadb|5051|WP_016737194.1	WP_016737194.1	gnl|RZaadb|5051
gnl|RZaadb|505|WP_004677699.1	WP_004677699.1	gnl|RZaadb|505
gnl|RZaadb|5062|WP_016737206.1	WP_016737206.1	gnl|RZaadb|5062
gnl|RZaadb|5065|WP_016737209.1	WP_016737209.1	gnl|RZaadb|5065
gnl|RZaadb|5071|WP_016737217.1	WP_016737217.1	gnl|RZaadb|5071
gnl|RZaadb|5072|WP_016737218.1	WP_016737218.1	gnl|RZaadb|5072
