ProteinID	Locus_tag	NCBI_name	Regulondb_name	Abasy_name	Ecocyc_name	Synonyms	RegulondbID	EC_product
NP_416581.1	b2077	mdtD	mdtD	mdtD	mdtD	yegB // iceT	ECK120002037	putative multidrug efflux pump MdtD
NP_416582.1	b2078	baeS	baeS	baeS	baeS		ECK120001565	sensor histidine kinase BaeS
NP_416583.1	b2079	baeR	baeR	baeR	baeR		ECK120001566	DNA-binding transcriptional activator BaeR
NP_416584.4	b2080	yegP	yegP	NA	yegP		ECK120003702	DUF1508 domain-containing protein YegP
NP_416585.1	b2081	trhP	trhP	NA	trhP	yegQ	ECK120003703	tRNA wobble base hydroxylation protein TrhP
NP_416586.1	b2082	ogrK	ogrK	NA	ogrK		ECK120003704	prophage P2 late control protein OgrK
NP_416589.2	b2085	yegR	yegR	yegR	yegR		ECK120003707	uncharacterized protein YegR
NP_416590.1	b2086	yegS	yegS	NA	yegS		ECK120003708	lipid kinase YegS
NP_416592.2	b2088	insE5	insE5	NA	insE5		ECK120003709	IS3 element protein InsE
NP_416593.1	b2089	insF5	insF5	NA	insF5	tra5-4	ECK120003710	IS3 element protein InsF
NP_416594.1	b2091	gatD	gatD	gatD	gatD		ECK120002277	galactitol-1-phosphate 5-dehydrogenase
NP_416596.1	b2093	gatB	gatB	gatB	gatB		ECK120002275	galactitol-specific PTS enzyme IIB component
NP_416597.1	b2094	gatA	gatA	gatA	gatA		ECK120002274	galactitol-specific PTS enzyme IIA component
NP_416598.1	b2095	gatZ	gatZ	gatZ	gatZ		ECK120003711	tagatose-1
NP_416599.2	b2096	gatY	gatY	gatY	gatY	yegF	ECK120002278	tagatose-1
NP_416600.4	b2097	fbaB	fbaB	fbaB	fbaB	dhnA	ECK120003712	fructose-bisphosphate aldolase class I
NP_416601.1	b2098	yegT	yegT	NA	yegT		ECK120003713	putative transporter YegT
NP_416602.1	b2099	yegU	yegU	NA	yegU		ECK120003714	putative ADP-ribosylglycohydrolase YegU
NP_416603.1	b2100	yegV	yegV	NA	yegV		ECK120003715	putative sugar kinase YegV
NP_416604.1	b2101	yegW	yegW	NA	yegW		ECK120003716	putative DNA-binding transcriptional regulator YegW
NP_416605.2	b2102	yegX	yegX	NA	yegX		ECK120003717	putative glycosyl hydrolase YegX
NP_416606.1	b2103	thiD	thiD	NA	thiD	thiN // thiA // thiJ	ECK120003718	bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase
NP_416607.1	b2104	thiM	thiM	NA	thiM		ECK120004467	hydroxyethylthiazole kinase
NP_416608.1	b2105	rcnR	rcnR	rcnR	rcnR	yohL	ECK120003719	DNA-binding transcriptional repressor RcnR
NP_416609.1	b2106	rcnA	rcnA	rcnA	rcnA	yohM	ECK120003720	Ni(2(+))/Co(2(+)) exporter
NP_416610.4	b2107	rcnB	rcnB	rcnB	rcnB	yohN	ECK120003721	periplasmic protein involved in nickel/cobalt export
NP_416611.1	b2108	yehA	yehA	NA	yehA		ECK120001912	putative fimbrial adhesin YehA
NP_416612.1	b2109	yehB	yehB	NA	yehB		ECK120001913	putative fimbrial usher protein YehB
NP_416613.1	b2110	yehC	yehC	NA	yehC		ECK120001914	putative fimbrial chaperone YehC
NP_416614.1	b2111	yehD	yehD	NA	yehD		ECK120001915	putative fimbrial protein YehD
NP_416615.1	b2112	yehE	yehE	NA	yehE		ECK120001916	DUF2574 domain-containing protein YehE
NP_416616.4	b2113	mrp	mrp	mrp	mrp		ECK120000604	P-loop NTPase family protein Mrp
NP_416617.1	b2114	metG	metG	metG	metG		ECK120000579	methionine--tRNA ligase
YP_009518799.1	b2115	yehF	yehF	NA	yehF	molR_1 // sosF // dinO	ECK120001917	protein YehF
NP_416621.1	b2118	yehI	yehI	NA	yehI		ECK120001918	DUF4132 domain-containing protein YehI
NP_416623.2	b2119	yehL	yehL	NA	yehL		ECK120001919	putative AAA(+) MoxR family ATPase YehL
NP_416624.1	b2120	yehM	yehM	NA	yehM	yehO // yehN	ECK120001920	uncharacterized protein YehM
NP_416625.1	b2121	yehP	yehP	NA	yehP		ECK120001921	VWA domain-containing protein YehP
YP_009518800.1	b2122	yehQ	yehQ	NA	yehQ		ECK120001922	SWIM zinc finger domains-containing protein YehQ
NP_416627.2	b2123	yehR	yehR	yehR	yehR		ECK120001923	DUF1307 domain-containing lipoprotein YehR
NP_416628.1	b2124	yehS	yehS	NA	yehS		ECK120001924	DUF1456 domain-containing protein YehS
NP_416629.4	b2125	btsR	btsR	NA	btsR	yehT	ECK120001925	DNA-binding transcriptional dual regulator BtsR
NP_416630.1	b2126	btsS	btsS	NA	btsS	yehU	ECK120001926	high-affinity pyruvate receptor
NP_416631.1	b2127	mlrA	mlrA	mlrA	mlrA	yehV	ECK120001927	DNA-binding transcriptional activator MlrA
NP_416632.1	b2128	yehW	yehW	yehW	yehW		ECK120001928	glycine betaine ABC transporter membrane subunit YehW
NP_416633.1	b2129	yehX	yehX	yehX	yehX		ECK120001929	glycine betaine ABC transporter ATP binding subunit YehX
NP_416634.1	b2130	yehY	yehY	yehY	yehY		ECK120001930	glycine betaine ABC transporter membrane subunit YehY
NP_416635.1	b2131	osmF	osmF	osmF	osmF	yehZ	ECK120001931	glycine betaine ABC transporter periplasmic binding protein OsmF
NP_416636.1	b2132	bglX	bglX	NA	bglX	glh // yohA	ECK120001932	beta-D-glucoside glucohydrolase
NP_416637.1	b2133	dld	dld	NA	dld	ldh	ECK120000225	quinone-dependent D-lactate dehydrogenase
NP_416638.4	b2134	pbpG	pbpG	NA	pbpG	yohB	ECK120001933	peptidoglycan DD-endopeptidase PbpG
NP_416639.2	b2135	yohC	yohC	NA	yohC		ECK120001934	putative inner membrane protein
NP_416640.2	b2136	yohD	yohD	NA	yohD		ECK120001935	DedA family protein YohD
NP_416641.1	b2137	yohF	yohF	NA	yohF	yohE	ECK120001936	putative oxidoreductase YohF
NP_416645.1	b2140	dusC	dusC	NA	dusC	yohI	ECK120001939	tRNA-dihydrouridine(16) synthase
NP_416646.1	b2141	yohJ	yohJ	NA	yohJ		ECK120001940	PF03788 family membrane protein YohJ
NP_416647.1	b2142	yohK	yohK	NA	yohK		ECK120001941	PF04712 family membrane protein YohK
NP_416648.1	b2143	cdd	cdd	cdd	cdd		ECK120000133	cytidine/deoxycytidine deaminase
NP_416649.1	b2144	sanA	sanA	NA	sanA	sfiXSt // yeiF	ECK120001942	DUF218 domain-containing protein SanA
NP_416650.1	b2145	yeiS	yeiS	NA	yeiS		ECK120003722	DUF2542 domain-containing protein YeiS
NP_416651.1	b2146	preT	preT	preT	preT	yeiT	ECK120003723	NAD-dependent dihydropyrimidine dehydrogenase subunit PreT
NP_416652.4	b2147	preA	preA	preA	preA	yeiA	ECK120001262	NAD-dependent dihydropyrimidine dehydrogenase subunit PreA
NP_416653.1	b2148	mglC	mglC	mglC	mglC	mglP	ECK120000587	D-galactose/methyl-galactoside ABC transporter membrane subunit
NP_416654.1	b2149	mglA	mglA	mglA	mglA	mglP // mgl	ECK120000585	D-galactose/methyl-galactoside ABC transporter ATP binding subunit
NP_416655.1	b2150	mglB	mglB	mglB	mglB		ECK120000586	D-galactose/methyl-galactoside ABC transporter periplasmic binding protein
NP_416656.1	b2151	galS	galS	galS	galS	mglD	ECK120000358	DNA-binding transcriptional dual regulator GalS
NP_416657.1	b2152	yeiB	yeiB	yeiB	yeiB		ECK120001263	DUF418 domain-containing protein YeiB
NP_416658.1	b2153	folE	folE	folE	folE		ECK120001343	GTP cyclohydrolase 1
NP_416659.1	b2154	yeiG	yeiG	NA	yeiG		ECK120001943	S-formylglutathione hydrolase/S-lactoylglutathione hydrolase
NP_416660.1	b2155	cirA	cirA	cirA	cirA	cir // feuA	ECK120000151	iron-catecholate outer membrane transporter CirA
NP_416661.1	b2156	lysP	lysP	lysP	lysP	cadR	ECK120001308	lysine:H(+) symporter
NP_416662.1	b2157	yeiE	yeiE	NA	yeiE		ECK120002010	LysR-type transcriptional regulator YeiE
NP_416663.1	b2158	yeiH	yeiH	NA	yeiH		ECK120001944	PF03601 family inner membrane protein YeiH
NP_416664.1	b2159	nfo	nfo	nfo	nfo		ECK120000644	endonuclease IV
NP_416665.1	b2160	yeiI	yeiI	NA	yeiI		ECK120001945	putative sugar kinase YeiI
NP_416666.1	b2161	nupX	nupX	NA	nupX	yeiJ	ECK120001946	putative nucleoside transporter
NP_416667.1	b2162	rihB	rihB	rihB	rihB	yeiK	ECK120001947	pyrimidine-specific ribonucleoside hydrolase RihB
NP_416668.3	b2163	yeiL	yeiL	yeiL	yeiL		ECK120001948	putative DNA-binding transcriptional regulator YeiL
NP_416669.1	b2164	psuT	psuT	NA	psuT	pscT // yeiM	ECK120001949	putative pseudouridine transporter
NP_416670.1	b2165	psuG	psuG	NA	psuG	yeiN // pscG	ECK120001950	pseudouridine-5\\-phosphate glycosidase
NP_416671.1	b2166	psuK	psuK	NA	psuK	yeiC // pscK	ECK120001590	putative pseudouridine kinase
NP_416672.1	b2167	fruA	fruA	NA	fruA	ptsF	ECK120000330	fructose-specific PTS multiphosphoryl transfer protein FruA
NP_416673.1	b2168	fruK	fruK	NA	fruK	fpk	ECK120000331	1-phosphofructokinase
NP_416674.1	b2169	fruB	fruB	NA	fruB	fpr // fruF	ECK120004449	fructose-specific PTS multiphosphoryl transfer protein FruB
NP_416675.1	b2170	setB	setB	NA	setB	yeiO	ECK120001951	sugar exporter SetB
NP_416676.4	b2171	yeiP	yeiP	NA	yeiP		ECK120001952	elongation factor P-like protein YeiP
NP_416677.1	b2172	yeiQ	yeiQ	NA	yeiQ		ECK120001953	putative oxidoreductase YeiQ
NP_416678.1	b2173	yeiR	yeiR	NA	yeiR		ECK120002009	zinc-binding GTPase YeiR
NP_416679.4	b2174	lpxT	lpxT	lpxT	lpxT	yeiU	ECK120003724	Kdo2-lipid A phosphotransferase
NP_416680.1	b2175	mepS	mepS	NA	mepS	yeiV // spr	ECK120003725	peptidoglycan DD-endopeptidase/peptidoglycan LD-carboxypeptidase
NP_416681.1	b2176	pdeN	pdeN	NA	pdeN	rtn	ECK120003726	putative c-di-GMP phosphodiesterase PdeN
NP_416682.4	b2177	yejA	yejA	NA	yejA		ECK120001954	putative oligopeptide ABC transporter periplasmic binding protein YejA
NP_416683.1	b2178	yejB	yejB	NA	yejB		ECK120001955	putative oligopeptide ABC transporter membrane subunit YejB
NP_416684.1	b2179	yejE	yejE	NA	yejE		ECK120001956	putative oligopeptide ABC transporter membrane subunit YejE
NP_416685.1	b2180	yejF	yejF	NA	yejF		ECK120001957	putative oligopeptide ABC transporter ATP binding subunit YejF
NP_416686.1	b2181	yejG	yejG	NA	yejG		ECK120001958	protein YejG
NP_416687.1	b2182	bcr	bcr	NA	bcr	bicA // bicR // sur // suxA	ECK120001384	multidrug efflux pump Bcr
NP_416688.1	b2183	rsuA	rsuA	NA	rsuA	yejD	ECK120001960	16S rRNA pseudouridine(516) synthase
NP_416689.1	b2184	radD	radD	NA	radD	yejJ // yejI // yejH	ECK120001961	putative DNA repair helicase RadD
NP_416690.1	b2185	rplY	rplY	NA	rplY		ECK120000876	50S ribosomal subunit protein L25
NP_416691.1	b2186	yejK	yejK	NA	yejK	ndpA	ECK120001962	nucleoid-associated protein YejK
NP_416692.1	b2187	yejL	yejL	NA	yejL		ECK120001959	DUF1414 domain-containing protein YejL
NP_416693.1	b2188	yejM	yejM	NA	lapC	yejN // pbgA // yejM	ECK120001963	LPS homeostasis protein YejM
NP_416696.2	b2192	insH8	insH8	NA	insH8	trs5-8 // yi52_8	ECK120003728	IS5 transposase and trans-activator
NP_416697.1	b2193	narP	narP	narP	narP		ECK120001481	DNA-binding transcriptional dual regulator NarP
NP_416698.1	b2194	ccmH	ccmH	ccmH	ccmH	yejP	ECK120001965	holocytochrome c synthase CcmH component
NP_416699.1	b2195	ccmG	ccmG	dsbE	ccmG	yejQ // dsbE	ECK120001966	thiol:disulfide oxidoreductase CcmG
NP_416700.1	b2196	ccmF	ccmF	ccmF	ccmF	yejR	ECK120001967	holocytochrome c synthase CcmF component
NP_416701.1	b2197	ccmE	ccmE	ccmE	ccmE	yejS	ECK120001968	periplasmic heme chaperone
NP_416702.1	b2198	ccmD	ccmD	ccmD	ccmD	yojM	ECK120002065	cytochrome c maturation protein D
NP_416703.1	b2199	ccmC	ccmC	ccmC	ccmC	yejT // yejU	ECK120001969	cytochrome c maturation protein C
NP_416704.1	b2200	ccmB	ccmB	ccmB	ccmB	yejV	ECK120001970	cytochrome c maturation protein B
NP_416705.2	b2201	ccmA	ccmA	ccmA	ccmA	yejW	ECK120001971	cytochrome c maturation protein A
NP_416706.1	b2202	napC	napC	napC	napC	yejX	ECK120001972	periplasmic nitrate reductase cytochrome c protein
NP_416707.4	b2203	napB	napB	napB	napB	yejY	ECK120001973	periplasmic nitrate reductase cytochrome c550 protein
NP_416708.1	b2204	napH	napH	napH	napH	yejZ	ECK120001974	ferredoxin-type protein NapH
NP_416709.1	b2205	napG	napG	napG	napG	yojA // yojB	ECK120001975	ferredoxin-type protein NapG
NP_416710.1	b2206	napA	napA	napA	napA	yojD // yojC // yojE	ECK120001976	periplasmic nitrate reductase subunit NapA
NP_416711.1	b2207	napD	napD	napD	napD	yojF	ECK120002044	NapA signal peptide-binding chaperone NapD
NP_416712.1	b2208	napF	napF	napF	napF	yojG	ECK120001977	ferredoxin-type protein
NP_416713.1	b2209	eco	eco	NA	eco	eti	ECK120000249	serine protease inhibitor ecotin
NP_416714.1	b2210	mqo	mqo	NA	mqo	yojH	ECK120001978	malate:quinone oxidoreductase
NP_416715.1	b2211	yojI	yojI	NA	yojI	yojJ	ECK120001979	ABC transporter family protein/microcin J25 efflux protein
NP_416716.1	b2212	alkB	alkB	alkB	alkB	aidD	ECK120000034	DNA oxidative demethylase
NP_416717.1	b2213	ada	ada	ada	ada		ECK120000026	DNA-binding transcriptional dual regulator/DNA repair protein Ada
NP_416718.1	b2214	ftp	ftp	NA	ftp	yojK // yojL // apbE	ECK120001980	FAD:protein FMN transferase
NP_416719.1	b2215	ompC	ompC	ompC	NA	NA	ECK120000663	outer membrane porin C
NP_416720.1	b2216	rcsD	rcsD	rcsD	rcsD	yojP // yojQ // yojN	ECK120002250	RcsD phosphotransferase
NP_416721.1	b2217	rcsB	rcsB	rcsB	rcsB		ECK120000812	DNA-binding transcriptional activator RcsB
NP_416722.2	b2218	rcsC	rcsC	NA	rcsC		ECK120000813	histidine kinase RcsC
NP_416723.1	b2219	atoS	atoS	NA	atoS		ECK120001610	sensor histidine kinase AtoS
NP_416724.1	b2220	atoC	atoC	atoC	atoC		ECK120001611	DNA-binding transcriptional activator/ornithine decarboxylase inhibitor AtoC
NP_416725.1	b2221	atoD	atoD	atoD	atoD		ECK120001612	acetyl-CoA:acetoacetyl-CoA transferase subunit alpha
NP_416726.1	b2222	atoA	atoA	atoA	atoA		ECK120001613	acetyl-CoA:acetoacetyl-CoA transferase subunit beta
NP_416727.1	b2223	atoE	atoE	atoE	atoE		ECK120001614	short chain fatty acid transporter
NP_416728.1	b2224	atoB	atoB	atoB	atoB		ECK120001615	acetyl-CoA acetyltransferase
NP_416729.1	b2225	yfaP	yfaP	NA	yfaP		ECK120003729	DUF2135 domain-containing protein YfaP
NP_416730.1	b2226	yfaQ	yfaQ	NA	yfaQ		ECK120003730	tandem DUF2300 domain-containing protein YfaQ
NP_416732.4	b2229	yfaT	yfaT	NA	yfaT		ECK120003733	DUF1175 domain-containing protein YfaT
NP_416733.4	b2230	yfaA	yfaA	NA	yfaA	pufY	ECK120001126	DUF2138 domain-containing protein YfaA
NP_416734.1	b2231	gyrA	gyrA	gyrA	gyrA	hisW // nalA // nfxA // norA // parD	ECK120000416	DNA gyrase subunit A
NP_416735.1	b2232	ubiG	ubiG	ubiG	ubiG	pufX // yfaB	ECK120001127	bifunctional 3-demethylubiquinone-8 3-O-methyltransferase and 2-octaprenyl-6-hydroxyphenol methylase
NP_416736.1	b2233	yfaL	yfaL	NA	yfaL	yfaF // yfaK // yfaJ	ECK120002399	putative autotransporter adhesin YfaL
NP_416737.1	b2234	nrdA	nrdA	nrdA	nrdA	dnaF	ECK120000653	ribonucleoside-diphosphate reductase 1 subunit alpha
NP_416738.1	b2235	nrdB	nrdB	nrdB	nrdB	ftsB	ECK120000654	ribonucleoside-diphosphate reductase 1 subunit beta
NP_416739.1	b2236	yfaE	yfaE	yfaE	yfaE		ECK120002228	ferredoxin-like diferric-tyrosyl radical cofactor maintenance protein YfaE
NP_416740.1	b2237	inaA	inaA	inaA	inaA	yfaG	ECK120001386	putative lipopolysaccharide kinase InaA
NP_416742.1	b2239	glpQ	glpQ	glpQ	glpQ		ECK120000392	glycerophosphoryl diester phosphodiesterase GlpQ
NP_416743.1	b2240	glpT	glpT	glpT	glpT		ECK120000394	sn-glycerol 3-phosphate:phosphate antiporter
NP_416744.1	b2241	glpA	glpA	glpA	glpA		ECK120000384	anaerobic glycerol-3-phosphate dehydrogenase subunit A
NP_416745.1	b2242	glpB	glpB	glpB	glpB	psi-51	ECK120000385	anaerobic glycerol-3-phosphate dehydrogenase subunit B
NP_416746.1	b2243	glpC	glpC	glpC	glpC		ECK120000386	anaerobic glycerol-3-phosphate dehydrogenase subunit C
NP_416747.1	b2244	rpnE	rpnE	NA	rpnE	yfaD	ECK120002199	inactive recombination-promoting nuclease-like protein RpnE
NP_416748.1	b2245	yfaU	yfaU	NA	yfaU		ECK120003734	2-keto-3-deoxy-L-rhamnonate aldolase
NP_416749.4	b2246	yfaV	yfaV	NA	yfaV		ECK120003735	putative transporter YfaV
NP_416750.2	b2247	rhmD	rhmD	NA	rhmD	yfaW	ECK120003736	L-rhamnonate dehydratase
NP_416751.1	b2248	yfaX	yfaX	NA	yfaX		ECK120003737	putative DNA-binding transcriptional regulator YfaX
NP_416752.1	b2249	yfaY	yfaY	NA	yfaY		ECK120003738	IPR008135 CinA family protein YfaY
NP_416753.4	b2250	yfaZ	yfaZ	NA	yfaZ		ECK120003739	putative porin YfaZ
NP_416754.1	b2251	nudI	nudI	NA	nudI	yfaO	ECK120003740	pyrimidine deoxynucleotide diphosphatase NudI
NP_416755.1	b2252	ais	ais	NA	ais	pagH // pmrG	ECK120003741	putative lipopolysaccharide core heptose(II)-phosphate phosphatase
NP_416756.6	b2253	arnB	arnB	NA	arnB	pmrH // yfbE	ECK120003742	UDP-4-amino-4-deoxy-L-arabinose aminotransferase
NP_416757.1	b2254	arnC	arnC	NA	arnC	pmrF // yfbF	ECK120003743	undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
NP_416758.1	b2255	arnA	arnA	NA	arnA	SAF // yfbG // pmrI	ECK120003744	fused UDP-4-amino-4-deoxy-L-arabinose formyltransferase/UDP-glucuronate dehydrogenase
NP_416759.1	b2256	arnD	arnD	NA	arnD	pmrJ // yfbH	ECK120003745	putative 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD
NP_416760.1	b2257	arnT	arnT	NA	arnT	yfbI // pmrK	ECK120003746	lipid IVA 4-amino-4-deoxy-L-arabinosyltransferase
NP_416761.4	b2258	arnF	arnF	NA	arnF	yfbJ	ECK120003747	undecaprenyl-phosphate-alpha-L-Ara4N flippase - ArnF subunit
NP_416762.2	b2259	pmrD	pmrD	NA	pmrD		ECK120003748	signal transduction protein PmrD
NP_416763.1	b2260	menE	menE	NA	menE		ECK120002291	o-succinylbenzoate--CoA ligase
NP_416764.1	b2261	menC	menC	NA	menC		ECK120001486	o-succinylbenzoate synthase
NP_416765.1	b2262	menB	menB	NA	menB		ECK120001336	1
NP_416766.1	b2263	menH	menH	NA	menH	yfbB	ECK120002292	2-succinyl-6-hydroxy-2
NP_416767.1	b2264	menD	menD	NA	menD		ECK120000572	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
NP_416768.4	b2265	menF	menF	NA	menF	yfbA	ECK120002230	isochorismate synthase MenF
NP_416769.1	b2266	elaB	elaB	elaB	elaB	yfbD	ECK120003749	tail-anchored inner membrane protein ElaB
NP_416770.1	b2267	elaA	elaA	NA	elaA	yfbC	ECK120003750	putative N-acetyltransferase ElaA
NP_416771.4	b2268	rbn	rbn	NA	rbn	zipD // ecoZ // rnz // elaC	ECK120003751	ribonuclease BN
NP_416772.1	b2269	elaD	elaD	NA	elaD		ECK120003752	protease ElaD
NP_416773.1	b2270	yfbK	yfbK	NA	yfbK		ECK120003753	IPR002035/DUF3520 domain-containing protein YfbK
NP_416774.2	b2271	yfbL	yfbL	NA	yfbL		ECK120003754	putative peptidase YfbL
NP_416775.1	b2272	yfbM	yfbM	NA	yfbM		ECK120003755	DUF1877 domain-containing protein YfbM
NP_416776.1	b2273	yfbN	yfbN	NA	yfbN		ECK120003756	uncharacterized protein YfbN
NP_416777.2	b2274	yfbO	yfbO	NA	yfbO		ECK120003757	uncharacterized protein YfbO
NP_416778.2	b2275	yfbP	yfbP	NA	yfbP		ECK120003758	uncharacterized protein YfbP
NP_416779.2	b2276	nuoN	nuoN	nuoN	nuoN		ECK120001998	NADH:quinone oxidoreductase subunit N
NP_416780.1	b2277	nuoM	nuoM	nuoM	nuoM	nuoA	ECK120001707	NADH:quinone oxidoreductase subunit M
NP_416781.1	b2278	nuoL	nuoL	nuoL	nuoL		ECK120001997	NADH:quinone oxidoreductase subunit L
NP_416782.1	b2279	nuoK	nuoK	nuoK	nuoK		ECK120001996	NADH:quinone oxidoreductase subunit K
NP_416783.1	b2280	nuoJ	nuoJ	nuoJ	nuoJ		ECK120001995	NADH:quinone oxidoreductase subunit J
NP_416784.1	b2281	nuoI	nuoI	nuoI	nuoI		ECK120001994	NADH:quinone oxidoreductase subunit I
NP_416785.1	b2282	nuoH	nuoH	nuoH	nuoH		ECK120001993	NADH:quinone oxidoreductase subunit H
NP_416786.4	b2283	nuoG	nuoG	nuoG	nuoG		ECK120001992	NADH:quinone oxidoreductase subunit G
NP_416787.1	b2284	nuoF	nuoF	nuoF	nuoF		ECK120001708	NADH:quinone oxidoreductase subunit F
NP_416788.1	b2285	nuoE	nuoE	nuoE	nuoE		ECK120001991	NADH:quinone oxidoreductase subunit E
NP_416789.2	b2286	nuoC	nuoC	nuoC	nuoC	nuoD	ECK120001990	NADH:quinone oxidoreductase subunit CD
NP_416790.1	b2287	nuoB	nuoB	nuoB	nuoB		ECK120001989	NADH:quinone oxidoreductase subunit B
NP_416791.3	b2288	nuoA	nuoA	nuoA	nuoA		ECK120001988	NADH:quinone oxidoreductase subunit A
NP_416792.1	b2289	lrhA	lrhA	lrhA	lrhA	genR	ECK120002026	DNA-binding transcriptional dual regulator LrhA
NP_416793.1	b2290	alaA	alaA	NA	alaA	yfbQ	ECK120003759	glutamate--pyruvate aminotransferase AlaA
NP_416794.1	b2291	yfbR	yfbR	NA	yfbR		ECK120003760	dCMP phosphohydrolase
NP_416795.1	b2292	yfbS	yfbS	NA	yfbS		ECK120003761	putative transporter YfbS
NP_416796.2	b2293	hxpA	hxpA	NA	hxpA	yfbT	ECK120003762	hexitol phosphatase A
NP_416797.2	b2294	yfbU	yfbU	NA	yfbU		ECK120003763	UPF0304 family protein YfbU
NP_416798.1	b2295	yfbV	yfbV	NA	yfbV		ECK120003764	UPF0208 membrane protein YfbV
NP_416799.1	b2296	ackA	ackA	NA	ackA		ECK120000024	acetate kinase
NP_416800.1	b2297	pta	pta	pta	pta		ECK120002445	phosphate acetyltransferase
NP_416801.2	b2298	yfcC	yfcC	NA	yfcC		ECK120003765	putative transporter YfcC
NP_416802.1	b2299	yfcD	yfcD	NA	yfcD		ECK120003766	putative Nudix hydrolase YfcD
NP_416803.3	b2300	yfcE	yfcE	NA	yfcE		ECK120003767	phosphodiesterase YfcE
NP_416804.1	b2301	yfcF	yfcF	NA	yfcF		ECK120003768	glutathione S-transferase YfcF
NP_416805.1	b2302	yfcG	yfcG	NA	yfcG		ECK120003769	disulfide reductase
NP_416806.1	b2303	folX	folX	NA	folX		ECK120003770	dihydroneopterin triphosphate 2\\-epimerase
NP_416807.1	b2304	yfcH	yfcH	NA	yfcH		ECK120003771	putative NAD-dependent epimerase YfcH
NP_416808.1	b2305	rpnB	rpnB	NA	rpnB	yfcI	ECK120003772	recombination-promoting nuclease RpnB
NP_416809.1	b2306	hisP	hisP	hisP	hisP		ECK120000445	lysine/arginine/ornithine ABC transporter/histidine ABC transporter
NP_416810.1	b2307	hisM	hisM	hisM	hisM		ECK120000006	lysine/arginine/ornithine ABC transporter/histidine ABC transporter
NP_416811.1	b2308	hisQ	hisQ	hisQ	hisQ		ECK120002028	lysine/arginine/ornithine ABC transporter/histidine ABC transporter
NP_416812.1	b2309	hisJ	hisJ	hisJ	hisJ		ECK120002027	histidine ABC transporter periplasmic binding protein
NP_416813.1	b2310	argT	argT	NA	argT		ECK120000068	lysine/arginine/ornithine ABC transporter periplasmic binding protein
NP_416814.1	b2311	ubiX	ubiX	ubiX	ubiX	dedF	ECK120001033	flavin prenyltransferase
NP_416815.1	b2312	purF	purF	purF	NA	NA	ECK120000785	amidophosphoribosyltransferase
NP_416816.1	b2313	cvpA	cvpA	cvpA	cvpA	dedE	ECK120000165	colicin V production protein
NP_416817.2	b2314	dedD	dedD	NA	dedD		ECK120000212	cell division protein DedD
NP_416818.1	b2315	folC	folC	NA	folC	dedC	ECK120000321	bifunctional folylpolyglutamate synthetase/dihydrofolate synthetase
NP_416819.1	b2316	accD	accD	accD	accD	dedB // usg	ECK120000211	acetyl-CoA carboxyltransferase subunit beta
NP_416820.1	b2317	dedA	dedA	NA	dedA		ECK120000210	DedA family protein DedA
NP_416821.1	b2318	truA	truA	NA	truA	asuC // hisT // leuK	ECK120000447	tRNA pseudouridine(38-40) synthase
NP_416822.1	b2319	usg	usg	NA	usg	usg-1	ECK120001048	putative semialdehyde dehydrogenase Usg
NP_416823.1	b2320	pdxB	pdxB	NA	pdxB	usg-2	ECK120002648	erythronate-4-phosphate dehydrogenase
NP_416824.1	b2321	flk	flk	NA	flk	div	ECK120000223	putative flagella assembly protein
NP_416825.1	b2322	yfcJ	yfcJ	NA	yfcJ		ECK120003773	putative transporter YfcJ
NP_416826.1	b2323	fabB	fabB	fabB	fabB	fabC	ECK120000268	3-oxoacyl
NP_416827.4	b2324	mnmC	mnmC	NA	mnmC	yfcK // trmC	ECK120003774	fused 5-methylaminomethyl-2-thiouridine-forming methyltransferase and FAD-dependent demodification enzyme
NP_416828.1	b2325	yfcL	yfcL	NA	yfcL		ECK120003775	PF08891 family protein YfcL
NP_416829.1	b2326	epmC	epmC	NA	epmC	yfcM	ECK120003776	EF-P-Lys34 hydroxylase
NP_416830.1	b2327	yfcA	yfcA	NA	yfcA		ECK120001128	putative transporter YfcA
NP_416831.1	b2328	mepA	mepA	NA	mepA		ECK120000573	peptidoglycan DD-endopeptidase/peptidoglycan LD-endopeptidase
NP_416832.1	b2329	aroC	aroC	NA	aroC		ECK120000071	chorismate synthase
NP_416833.4	b2330	prmB	prmB	NA	prmB	yfcB	ECK120002301	50S ribosomal subunit protein L3 N(5)-glutamine methyltransferase
NP_416834.1	b2331	smrB	smrB	NA	smrB	yfcN	ECK120003777	putative endonuclease SmrB
NP_416835.2	b2332	yfcO	yfcO	NA	yfcO		ECK120003778	DUF2544 domain-containing protein YfcO
NP_416836.1	b2333	yfcP	yfcP	NA	yfcP		ECK120003779	putative fimbrial protein YfcP
NP_416837.1	b2334	yfcQ	yfcQ	NA	yfcQ		ECK120003780	putative fimbrial protein YfcQ
NP_416838.1	b2335	yfcR	yfcR	NA	yfcR		ECK120003781	putative fimbrial protein YfcR
NP_416839.1	b2336	yfcS	yfcS	NA	yfcS		ECK120003782	putative fimbrial chaperone YfcS
