riType	tfName	tgName	riEvidence	tgLocusTag	tgCopLocusTag
tf-gene	Nac	yiaD	S	b3552	b3552
tf-gene	Nac	yicJ	S	b3657	b3657
tf-gene	Nac	yidQ	S	b3688	b3688
tf-gene	Nac	yieE	S	b3712	b3712
tf-gene	Nac	yieP	S	b3755	b3755
tf-gene	Nac	yifB	S	b3765	b3765
tf-gene	Nac	yigI	S	b3820	b3820
tf-gene	Nac	yigL	S	b3826	b3825
tf-gene	Nac	yihD	S	b3858	b3858
tf-gene	Nac	yihL	S	b3872	b3872
tf-gene	Nac	yihO	S	b3876	b3877
tf-gene	Nac	yihQ	S	b3878	b3878
tf-gene	Nac	yiiE	S	b3889	b3889
tf-gene	Nac	yiiF	S	b3890	b3890
tf-gene	Nac	yjbB	S	b4020	b4020
tf-gene	Nac	yjbQ	S	b4056	b4056
tf-gene	Nac	yjcB	S	b4060	b4060
tf-gene	Nac	yjeM	S	b4156	b4156
tf-gene	Nac	yjfZ	S	b4204	b4204
tf-gene	Nac	yjgH	S	b4248	b4248
tf-gene	Nac	yjhI	S	b4299	b4299
tf-gene	Nac	ykgE	S	b0306	b0306
tf-gene	Nac	ykgH	S	b0310	b0310
tf-gene	Nac	ynaK	S	b1365	b1365
tf-gene	Nac	yneK	S	b1527	b1527
tf-gene	Nac	ynfB	S	b1583	b1583
tf-gene	Nac	ynfD	S	b1586	b1586
tf-gene	Nac	ynfE	S	b1587	b1587
tf-gene	Nac	ynfF	S	b1588	b1587
tf-gene	Nac	ynfG	S	b1589	b1587
tf-gene	Nac	yniB	S	b1726	b1726
tf-gene	Nac	ynjF	S	b1758	b1758
tf-gene	Nac	ynjH	S	b1760	b1760
tf-gene	Nac	yobA	S	b1841	b1841
tf-gene	Nac	yobB	S	b1843	b1843
tf-gene	Nac	yobF	S	b1824	b1824
tf-gene	Nac	yoeB	S	b4539	b2017
tf-gene	Nac	yqeB	S	b2875	b2875
tf-gene	Nac	yqeH	S	b2846	b2846
tf-gene	Nac	yqeJ	S	b2848	b2847
tf-gene	Nac	ytfB	S	b4206	b4206
tf-gene	Nac	ytfJ	S	b4216	b4216
tf-gene	Nac	ytfK	S	b4217	b4217
tf-gene	Nac	ytfP	S	b4222	b4220
tf-gene	Nac	znuA	S	b1857	b1857
tf-gene	NhaR	rmf	S	b0953	b0953
tf-gene	NhaR	rsd	S	b3995	b3995
tf-gene	NsrR	yeaE	W	b1781	b1781
tf-gene	NtrC	cbl	W	b1987	b1987
tf-gene	NtrC	hisJ	S	b2309	b2310
tf-gene	NtrC	nac	S	b1988	b1988
tf-gene	NtrC	yeaE	S	b1781	b1781
tf-gene	OmpR	acrR	S	b0464	b0464
tf-gene	OmpR	alx	S	b3088	b3088
tf-gene	OmpR	copA	W	b0484	b0484
tf-gene	OmpR	csgI	W	b0964	b0964
tf-gene	OmpR	fadE	S	b0221	b0221
tf-gene	OmpR	galP	S	b2943	b2943
tf-gene	OmpR	gmhA	S	b0222	b0222
tf-gene	OmpR	htpX	S	b1829	b1829
tf-gene	OmpR	lpp	S	b1677	b1677
tf-gene	OmpR	malE	S	b4034	b4034
tf-gene	OmpR	nuoN	S	b2276	b2288
tf-gene	OmpR	ompX	S	b0814	b4736
tf-gene	OmpR	pdhR	S	b0113	b0113
tf-gene	OmpR	queE	S	b2777	b2777
tf-gene	OmpR	rhtA	S	b0813	b0813
tf-gene	OmpR	rob	S	b4396	b4396
tf-gene	OmpR	sstT	C	b3089	b3089
tf-gene	OmpR	tolC	S	b3035	b3035
tf-gene	OmpR	tsgA	S	b3364	b3364
tf-gene	OmpR	znuA	S	b1857	b1857
tf-gene	OxyR	xthA	S	b1749	b1749
tf-gene	PdeL	wecA	S	b3784	b3784
tf-gene	PdhR	acpP	C	b1094	b1088
tf-gene	PdhR	fadE	C	b0221	b0221
tf-gene	PdhR	fadH	W	b3081	b3081
tf-gene	PdhR	fadL	W	b2344	b2344
tf-gene	PdhR	fadM	W	b0443	b0443
tf-gene	PdhR	fumD	C	b1675	b1675
tf-gene	PdhR	gmhA	C	b0222	b0222
tf-gene	PdhR	lldP	C	b3603	b3603
tf-gene	PdhR	ppsA	C	b1702	b1702
tf-gene	PdhR	ppsR	C	b1703	b1703
tf-gene	PdhR	ybcV	C	b0558	b0558
tf-gene	PdhR	ybcW	C	b0559	b0559
tf-gene	PhoB	agp	S	b1002	b1002
tf-gene	PhoB	amn	W	b1982	b1982
tf-gene	PhoB	feaR	W	b1384	b1384
tf-gene	PhoB	phnC	W	b4106	b4106
tf-gene	PhoB	ugpB	C	b3453	b3453
tf-gene	PhoB	yibT	W	b4554	b4554
tf-gene	PhoB	yoaI	W	b1788	b1788
tf-gene	PhoP	rmf	S	b0953	b0953
tf-gene	PhoP	rsd	S	b3995	b3995
tf-gene	PhoP	ryjB	W	b4624	b4624
tf-gene	PlaR	eda	C	b1850	b1851
tf-gene	PlaR	glpA	C	b2241	b2241
tf-gene	PlaR	glpT	S	b2240	b2240
tf-gene	PlaR	ygjV	C	b3090	b3090
tf-gene	PtrR	acrR	W	b0464	b0464
tf-gene	PtrR	gabD	W	b2661	b2659
tf-gene	PtrR	gadA	W	b3517	b3517
tf-gene	PtrR	gadB	W	b1493	b1493
tf-gene	PtrR	puuA	W	b1297	b1297
tf-gene	PunR	punC	C	b1660	b1660
tf-gene	QseB	dnaA	S	b3702	b3702
tf-gene	Rob	acs	W	b4069	b4069
tf-gene	Rob	actP	W	b4067	b4069
tf-gene	Rob	astC	W	b1748	b1748
tf-gene	Rob	fadD	W	b1805	b1805
tf-gene	Rob	glgS	W	b3049	b3049
tf-gene	Rob	mdtD	W	b2077	b2074
tf-gene	Rob	narG	S	b1224	b1224
tf-gene	Rob	yjcH	W	b4068	b4069
tf-gene	RpoN	cspC	W	b1823	b1824
tf-gene	RpoN	fadL	S	b2344	b2344
tf-gene	RpoN	mutM	S	b3635	b3638
tf-gene	RpoN	nth	S	b1633	b1626
tf-gene	RpoN	yfcZ	S	b2343	b2343
tf-gene	RpoN	yobF	S	b1824	b1824
tf-gene	SoxS	cadA	W	b4131	b4132
tf-gene	SrsR	adhE	W	b1241	b1241
tf-gene	SrsR	bluR	C	b1162	b1162
tf-gene	SrsR	cdgI	C	b1785	b1785
tf-gene	SrsR	hycB	W	b2724	b2725
tf-gene	SrsR	narZ	W	b1468	b1469
tf-gene	SrsR	paaZ	C	b1387	b1387
tf-gene	SrsR	pflB	W	b0903	b0904
tf-gene	SrsR	yafL	C	b0227	b0227
tf-gene	SutR	pfkB	W	b1723	b1723
tf-gene	SutR	ypfN	W	b4547	b2471
tf-gene	TorR	adiA	W	b4117	b4117
tf-gene	TorR	adiC	W	b4115	b4115
tf-gene	TorR	gadA	W	b3517	b3517
tf-gene	TorR	gadB	W	b1493	b1493
tf-gene	TorR	gadC	W	b1492	b1493
tf-gene	TorR	gadE	W	b3512	b3512
tf-gene	TorR	gadX	W	b3516	b3517
tf-gene	TorR	mdtE	W	b3513	b3512
tf-gene	TorR	mdtF	W	b3514	b3512
tf-gene	TorR	rpoS	C	b2741	b2742
tf-gene	TorR	slp	W	b3506	b3506
tf-gene	UxuR	fliC	W	b1923	b1923
tf-gene	YafC	cysJ	W	b2764	b2764
tf-gene	YciT	bsmA	W	b4189	b4189
tf-gene	YciT	cusF	W	b0573	b0572
tf-gene	YciT	rdcA	W	b4109	b4109
tf-gene	YciT	ybiY	W	b0824	b0824
tf-gene	YdaT	rcsA	W	b1951	b1951
tf-gene	YdcI	gadB	W	b1493	b1493
tf-gene	YdcI	iraP	W	b0382	b0382
tf-gene	YdeO	adiA	W	b4117	b4117
tf-gene	YdeO	gadB	W	b1493	b1493
tf-gene	YdiP	cspA	W	b3556	b3556
tf-gene	YdiP	cspE	W	b0623	b0623
tf-gene	YeiE	argO	W	b2923	b2923
tf-gene	YeiE	cysJ	W	b2764	b2764
tf-gene	YeiE	dcuC	W	b0621	b0621
tf-gene	YeiE	ftp	W	b2214	b2214
tf-gene	YeiE	gltF	W	b3214	b3212
tf-gene	YeiE	infA	W	b0884	b0884
tf-gene	YeiE	mdtF	W	b3514	b3512
tf-gene	YeiE	pflB	W	b0903	b0904
tf-gene	YeiE	putA	W	b1014	b1014
tf-gene	YeiE	sodC	W	b1646	b1646
tf-gene	YeiE	ssuA	W	b0936	b0937
tf-gene	YeiE	uspF	W	b1376	b1376
tf-gene	YeiE	ydcT	W	b1441	b1440
tf-gene	YeiE	yibQ	W	b3614	b3612
tf-gene	YeiE	yoaC	W	b1810	b1810
tf-gene	YfeC	hybE	W	b2992	b2997
tf-gene	YfeC	rpmB	W	b3637	b3638
tf-gene	YfeC	rpmH	W	b3703	b3703
tf-gene	YfeC	rpsU	W	b3065	b3065
tf-gene	YfeC	yfeC	W	b2398	b2398
tf-gene	YfeC	ygdR	W	b2833	b2833
tf-gene	YiaU	adeP	W	b3714	b3714
tf-gene	YiaU	gltD	W	b3213	b3212
tf-gene	YiaU	waaP	W	b3630	b4760
tf-gene	YiaU	yiaT	C	b3584	b3584
tf-gene	YidZ	malE	W	b4034	b4034
tf-gene	YidZ	ppiC	W	b3775	b3775
tf-gene	YidZ	rbsD	W	b3748	b3748
tf-gene	YidZ	rof	W	b0189	b4406
tf-gene	YieP	cusA	W	b0575	b0572
tf-gene	YieP	dauA	W	b1206	b1206
tf-gene	YieP	ybiX	W	b0804	b0804
tf-gene	YieP	ykgE	W	b0306	b0306
tf-gene	YieP	yohJ	W	b2141	b2141
tf-gene	ZntR	rmf	S	b0953	b0953
tf-gene	ZntR	rsd	S	b3995	b3995
tf-gene	ZraR	acrE	S	b3265	b3265
tf-gene	ZraR	cpxP	S	b4484	b4484
tf-gene	ZraR	cspA	W	b3556	b3556
tf-gene	ZraR	cspB	S	b1557	b1557
tf-gene	ZraR	exuR	S	b3094	b3094
tf-gene	ZraR	fhuA	W	b0150	b0150
tf-gene	ZraR	fliA	S	b1922	b1922
tf-gene	ZraR	gadW	S	b3515	b3517
tf-gene	ZraR	glnA	S	b3870	b3870
tf-gene	ZraR	glnH	S	b0811	b0811
tf-gene	ZraR	mdtL	W	b3710	b3710
tf-gene	ZraR	mgtA	W	b4242	b4702
tf-gene	ZraR	pnp	W	b3164	b3171
tf-gene	ZraR	raiA	S	b2597	b2597
tf-gene	ZraR	rfaD	S	b3619	b3619
tf-gene	ZraR	rmf	S	b0953	b0953
tf-gene	ZraR	rpoH	S	b3461	b3461
tf-gene	ZraR	sspA	S	b3229	b3229
tf-gene	ZraR	ssrA	S	b2621	b2621
tf-gene	ZraR	yhdW	S	b3268	b3268
tf-gene	ZraR	yhhY	S	b3441	b3441
tf-gene	ZraR	yjjY	S	b4402	b4402
tf-gene	ZraR	yrdD	S	b3283	b3283
tf-promoter	AaeR	aaeX	W	b3242	b3242
tf-promoter	AccB	accB	W	b3255	b3255
tf-promoter	AcrR	acrA	C	b0463	b0463
tf-promoter	AcrR	acrR	C	b0464	b0464
tf-promoter	AcrR	flhD	W	b1892	b1892
tf-promoter	AcrR	marR	S	b1530	b1530
tf-promoter	AcrR	micF	W	b4439	b4439
tf-promoter	AcrR	soxR	S	b4063	b4063
tf-promoter	AcrR	soxS	S	b4062	b4062
tf-promoter	Ada	ada	C	b2213	b2213
tf-promoter	Ada	aidB	S	b4187	b4187
tf-promoter	Ada	alkA	C	b2068	b2068
tf-promoter	AdiY	adiA	S	b4117	b4117
tf-promoter	AdiY	gadA	S	b3517	b3517
tf-promoter	AdiY	gadB	S	b1493	b1493
tf-promoter	AdiY	gltB	S	b3212	b3212
tf-promoter	AgaR	agaR	C	b3131	b3131
tf-promoter	AgaR	agaS	C	b3136	b3136
tf-promoter	AgaR	agaS	S	b3136	b3136
tf-promoter	AgaR	kbaZ	C	b3132	b3132
tf-promoter	AgaR	kbaZ	S	b3132	b3132
tf-promoter	AidB	aidB	S	b4187	b4187
tf-promoter	AlaS	alaS	C	b2697	b2697
tf-promoter	AllR	allA	C	b0505	b0505
tf-promoter	AllR	allS	C	b0504	b0504
tf-promoter	AllR	gcl	C	b0507	b0507
tf-promoter	AllS	allD	W	b0517	b0517
tf-promoter	AlpA	phoB	W	b0399	b0399
tf-promoter	AlsR	alsR	W	b4089	b4089
tf-promoter	AlsR	rpiB	W	b4090	b4090
tf-promoter	AppY	appC	W	b0978	b0978
tf-promoter	AppY	hyaA	W	b0972	b0972
tf-promoter	AraC	araB	C	b0063	b0063
tf-promoter	AraC	araC	C	b0064	b0064
tf-promoter	AraC	araE	S	b2841	b2841
tf-promoter	AraC	araF	C	b1901	b1901
tf-promoter	AraC	araF	S	b1901	b1901
tf-promoter	AraC	araJ	S	b0396	b0396
tf-promoter	AraC	xylA	S	b3565	b3565
tf-promoter	AraC	xylA	W	b3565	b3565
tf-promoter	AraC	ydeN	W	b1498	b1498
tf-promoter	ArcA	aceB	W	b4014	b4014
tf-promoter	ArcA	aceE	W	b0114	b0113
tf-promoter	ArcA	ackA	W	b2296	b2296
tf-promoter	ArcA	acnA	W	b1276	b4741
tf-promoter	ArcA	acnB	S	b0118	b0118
tf-promoter	ArcA	acnB	W	b0118	b0118
tf-promoter	ArcA	aldA	C	b1415	b1415
tf-promoter	ArcA	aldA	S	b1415	b1415
tf-promoter	ArcA	appC	W	b0978	b0978
tf-promoter	ArcA	appY	W	b0564	b0564
tf-promoter	ArcA	arcZ	W	b4450	b4450
tf-promoter	ArcA	betI	S	b0313	b0313
tf-promoter	ArcA	betI	W	b0313	b0313
tf-promoter	ArcA	betT	S	b0314	b0314
tf-promoter	ArcA	cadB	W	b4132	b4132
tf-promoter	ArcA	caiT	W	b0040	b0040
tf-promoter	ArcA	citC	W	b0618	b0618
tf-promoter	ArcA	cydA	C	b0733	b0733
tf-promoter	ArcA	cydA	S	b0733	b0733
tf-promoter	ArcA	cydA	W	b0733	b0733
tf-promoter	ArcA	cydD	S	b0887	b0887
tf-promoter	ArcA	cyoA	C	b0432	b0432
tf-promoter	ArcA	dctA	W	b3528	b3528
tf-promoter	ArcA	dcuC	W	b0621	b0621
tf-promoter	ArcA	dpiB	W	b0619	b0619
tf-promoter	ArcA	fadB	C	b3846	b3846
tf-promoter	ArcA	fadD	C	b1805	b1805
tf-promoter	ArcA	fadE	C	b0221	b0221
tf-promoter	ArcA	fadH	S	b3081	b3081
tf-promoter	ArcA	fadI	S	b2342	b2342
tf-promoter	ArcA	fadL	S	b2344	b2344
tf-promoter	ArcA	fnr	W	b1334	b1334
tf-promoter	ArcA	focA	C	b0904	b0904
tf-promoter	ArcA	focA	S	b0904	b0904
tf-promoter	ArcA	focA	W	b0904	b0904
tf-promoter	ArcA	fumA	W	b1612	b1612
tf-promoter	ArcA	fumB	W	b4122	b4123
tf-promoter	ArcA	fumC	W	b1611	b1612
tf-promoter	ArcA	gadA	W	b3517	b3517
tf-promoter	ArcA	gadE	S	b3512	b3512
tf-promoter	ArcA	gatY	W	b2096	b2096
tf-promoter	ArcA	glcD	C	b2979	b2979
tf-promoter	ArcA	glpA	W	b2241	b2241
tf-promoter	ArcA	gltA	C	b0720	b0720
tf-promoter	ArcA	grcA	W	b2579	b2579
tf-promoter	ArcA	hemA	W	b1210	b1210
tf-promoter	ArcA	hyaA	S	b0972	b0972
tf-promoter	ArcA	hyaA	W	b0972	b0972
tf-promoter	ArcA	hybO	W	b2997	b2997
tf-promoter	ArcA	icd	C	b1136	b1136
tf-promoter	ArcA	iraM	W	b1160	b1160
tf-promoter	ArcA	lldP	C	b3603	b3603
tf-promoter	ArcA	lldP	S	b3603	b3603
tf-promoter	ArcA	lpd	C	b0116	b0113
tf-promoter	ArcA	lpd	S	b0116	b0113
tf-promoter	ArcA	mdh	W	b3236	b3236
tf-promoter	ArcA	moeA	S	b0827	b0827
tf-promoter	ArcA	ndh	S	b1109	b1109
tf-promoter	ArcA	nuoA	C	b2288	b2288
tf-promoter	ArcA	ompW	S	b1256	b1256
tf-promoter	ArcA	oppA	W	b1243	b1243
tf-promoter	ArcA	ptsG	S	b1101	b1101
tf-promoter	ArcA	puuA	W	b1297	b1297
tf-promoter	ArcA	puuD	W	b1298	b1298
tf-promoter	ArcA	rhaT	W	b3907	b3907
tf-promoter	ArcA	rmf	S	b0953	b0953
tf-promoter	ArcA	rpoS	S	b2741	b2742
tf-promoter	ArcA	rpsJ	W	b3321	b3321
tf-promoter	ArcA	rsd	S	b3995	b3995
tf-promoter	ArcA	rutA	S	b1012	b1012
tf-promoter	ArcA	sdhC	S	b0721	b0721
tf-promoter	ArcA	sdhC	W	b0721	b0721
tf-promoter	ArcA	sodA	W	b3908	b3908
tf-promoter	ArcA	ssb	S	b4059	b4059
tf-promoter	ArcA	sucA	S	b0726	b0721
tf-promoter	ArcA	tpx	W	b1324	b1324
tf-promoter	ArcA	treB	W	b4240	b4240
tf-promoter	ArcA	ubiC	W	b4039	b4039
tf-promoter	ArcA	uvrA	S	b4058	b4058
tf-promoter	ArcA	xylR	W	b3569	b3566
tf-promoter	ArcA	ybdN	W	b0602	b0603
tf-promoter	ArcA	ydeA	W	b1528	b1528
tf-promoter	ArgP	argO	C	b2923	b2923
tf-promoter	ArgP	argP	W	b2916	b2916
tf-promoter	ArgP	dapB	C	b0031	b0031
tf-promoter	ArgP	dapD	S	b0166	b0168
tf-promoter	ArgP	dnaA	S	b3702	b3702
tf-promoter	ArgP	gdhA	C	b1761	b1761
tf-promoter	ArgP	lysA	S	b2838	b2838
tf-promoter	ArgP	lysC	S	b4024	b4024
tf-promoter	ArgP	lysP	C	b2156	b2156
tf-promoter	ArgP	nrdA	S	b2234	b2234
tf-promoter	ArgR	argA	C	b2818	b2818
tf-promoter	ArgR	argA	S	b2818	b2818
tf-promoter	ArgR	argC	C	b3958	b3958
tf-promoter	ArgR	argD	C	b3359	b3359
tf-promoter	ArgR	argD	S	b3359	b3359
tf-promoter	ArgR	argE	C	b3957	b3957
tf-promoter	ArgR	argF	C	b0273	b0273
tf-promoter	ArgR	argG	S	b3172	b3172
tf-promoter	ArgR	argI	C	b4254	b4254
tf-promoter	ArgR	argR	C	b3237	b3237
tf-promoter	ArgR	argR	S	b3237	b3237
tf-promoter	ArgR	artJ	C	b0860	b0860
tf-promoter	ArgR	artP	C	b0864	b0864
tf-promoter	ArgR	astC	C	b1748	b1748
tf-promoter	ArgR	astC	S	b1748	b1748
tf-promoter	ArgR	carA	C	b0032	b0032
tf-promoter	ArgR	gltB	S	b3212	b3212
tf-promoter	ArgR	hisJ	C	b2309	b2310
tf-promoter	ArgR	lysO	C	b0874	b0874
tf-promoter	ArgR	metY	S	b3171	b3171
tf-promoter	ArsR	arsR	S	b3501	b3501
tf-promoter	AscG	ascF	C	b2715	b2715
tf-promoter	AscG	htpG	S	b0473	b0473
tf-promoter	AscG	prpR	C	b0330	b0330
tf-promoter	AscG	ybiT	S	b0820	b0820
tf-promoter	AsnC	asnA	W	b3744	b3744
tf-promoter	AsnC	asnC	W	b3743	b3743
tf-promoter	AtoC	atoD	C	b2221	b2221
tf-promoter	BaeR	acrD	S	b2470	b2470
tf-promoter	BaeR	mdtA	C	b2074	b2074
tf-promoter	BaeR	spy	S	b1743	b1743
tf-promoter	BasR	csgD	S	b1040	b1040
tf-promoter	BasR	cspI	S	b1552	b1552
tf-promoter	BasR	dgkA	C	b4042	b4042
tf-promoter	BasR	emrD	W	b3673	b3673
tf-promoter	BasR	fimB	S	b4312	b4312
tf-promoter	BasR	glpA	W	b2241	b2241
tf-promoter	BasR	putA	S	b1014	b1014
tf-promoter	BasR	qseB	S	b3025	b3025
tf-promoter	BasR	tomB	S	b0461	b0461
tf-promoter	BasR	yrbL	C	b3207	b3207
tf-promoter	BetI	betI	C	b0313	b0313
tf-promoter	BetI	betT	C	b0314	b0314
tf-promoter	BirA	bioA	S	b0774	b0774
tf-promoter	BirA	bioB	S	b0775	b0775
tf-promoter	BluR	ycgZ	C	b1164	b1164
tf-promoter	BolA	ampC	W	b4150	b4150
tf-promoter	BolA	csgA	W	b1042	b1041
tf-promoter	BolA	csgD	W	b1040	b1040
tf-promoter	BolA	dacC	W	b0839	b0839
tf-promoter	BolA	mreB	S	b3251	b3251
tf-promoter	BtsR	btsT	C	b4354	b4354
tf-promoter	BtsR	csgB	S	b1041	b1041
tf-promoter	BtsR	csgD	S	b1040	b1040
tf-promoter	BtsR	mdh	S	b3236	b3236
tf-promoter	BtsR	pdhR	S	b0113	b0113
tf-promoter	BtsR	yobF	S	b1824	b1824
tf-promoter	CadC	cadB	S	b4132	b4132
tf-promoter	CadC	cadC	W	b4133	b4133
tf-promoter	CaiF	caiT	S	b0040	b0040
tf-promoter	CaiF	fixA	S	b0041	b0041
tf-promoter	Cbl	ssuE	S	b0937	b0937
tf-promoter	Cbl	tauA	S	b0365	b0365
tf-promoter	CdaR	cdaR	W	b0162	b0162
tf-promoter	CdaR	garD	W	b3128	b3128
tf-promoter	CdaR	garP	W	b3127	b3127
tf-promoter	CdaR	gudP	W	b2789	b2789
tf-promoter	CecR	cecR	C	b0796	b0796
tf-promoter	ChbR	chbB	S	b1738	b1738
tf-promoter	ComR	bhsA	S	b1112	b1112
tf-promoter	CpxR	acrD	S	b2470	b2470
tf-promoter	CpxR	aroG	S	b0754	b0754
tf-promoter	CpxR	bacA	W	b3057	b3057
tf-promoter	CpxR	bamE	W	b2617	b2617
tf-promoter	CpxR	cpxP	C	b4484	b4484
tf-promoter	CpxR	cpxP	S	b4484	b4484
tf-promoter	CpxR	cpxR	C	b3912	b3912
tf-promoter	CpxR	cpxR	S	b3912	b3912
tf-promoter	CpxR	csgB	S	b1041	b1041
tf-promoter	CpxR	csgB	W	b1041	b1041
tf-promoter	CpxR	csgD	S	b1040	b1040
tf-promoter	CpxR	cyaR	S	b4438	b4438
tf-promoter	CpxR	degP	C	b0161	b0161
tf-promoter	CpxR	degP	S	b0161	b0161
tf-promoter	CpxR	dgcZ	S	b1535	b1535
tf-promoter	CpxR	dsbC	W	b2893	b2894
tf-promoter	CpxR	efeU	S	b4490	b4490
tf-promoter	CpxR	focA	W	b0904	b0904
tf-promoter	CpxR	ftnB	S	b1902	b1902
tf-promoter	CpxR	ldtC	S	b1113	b1113
tf-promoter	CpxR	ldtD	S	b0925	b0925
tf-promoter	CpxR	marR	S	b1530	b1530
tf-promoter	CpxR	mdtA	S	b2074	b2074
tf-promoter	CpxR	motR	S	b4828	b4828
tf-promoter	CpxR	ompC	S	b2215	b2215
tf-promoter	CpxR	ompF	S	b0929	b0929
tf-promoter	CpxR	ppiA	C	b3363	b3363
tf-promoter	CpxR	ppiD	S	b0441	b0441
tf-promoter	CpxR	psd	W	b4160	b4160
tf-promoter	CpxR	rpoH	W	b3461	b3461
tf-promoter	CpxR	rprA	S	b4431	b4431
tf-promoter	CpxR	rseD	S	b4725	b4725
tf-promoter	CpxR	sbmA	W	b0377	b0377
tf-promoter	CpxR	skp	W	b0178	b0177
tf-promoter	CpxR	slt	S	b4392	b4392
tf-promoter	CpxR	spy	S	b1743	b1743
tf-promoter	CpxR	srkA	S	b3859	b3859
tf-promoter	CpxR	tomB	S	b0461	b0461
tf-promoter	CpxR	tsr	S	b4355	b4355
tf-promoter	CpxR	ung	S	b2580	b2580
tf-promoter	CpxR	yccA	C	b0970	b0970
tf-promoter	CpxR	yebE	S	b1846	b1846
tf-promoter	CpxR	yidQ	W	b3688	b3688
tf-promoter	CpxR	yqaE	S	b2666	b2666
tf-promoter	CpxR	yqjA	S	b3095	b3095
tf-promoter	Cra	aceB	C	b4014	b4014
tf-promoter	Cra	acnA	W	b1276	b4741
tf-promoter	Cra	acnB	W	b0118	b0118
tf-promoter	Cra	adhE	C	b1241	b1241
tf-promoter	Cra	aroP	C	b0112	b0112
tf-promoter	Cra	betI	W	b0313	b0313
tf-promoter	Cra	betT	W	b0314	b0314
tf-promoter	Cra	crp	C	b3357	b3357
tf-promoter	Cra	csgD	C	b1040	b1040
tf-promoter	Cra	csgD	S	b1040	b1040
tf-promoter	Cra	cydA	S	b0733	b0733
tf-promoter	Cra	cyoA	W	b0432	b0432
tf-promoter	Cra	edd	C	b1851	b1851
tf-promoter	Cra	eno	C	b2779	b2780
tf-promoter	Cra	eno	S	b2779	b2780
tf-promoter	Cra	epd	C	b2927	b2927
tf-promoter	Cra	fbaB	S	b2097	b2097
tf-promoter	Cra	fruB	C	b2169	b2169
tf-promoter	Cra	fruB	S	b2169	b2169
tf-promoter	Cra	gapA	C	b1779	b1779
tf-promoter	Cra	glcC	W	b2980	b2980
tf-promoter	Cra	glk	C	b2388	b2388
tf-promoter	Cra	glk	S	b2388	b2388
tf-promoter	Cra	gpmM	C	b3612	b3612
tf-promoter	Cra	hypF	C	b2712	b2713
tf-promoter	Cra	icd	S	b1136	b1136
tf-promoter	Cra	manX	C	b1817	b1817
tf-promoter	Cra	marR	S	b1530	b1530
tf-promoter	Cra	mpl	S	b4233	b4233
tf-promoter	Cra	mtlA	S	b3599	b3599
tf-promoter	Cra	nirB	C	b3365	b3365
tf-promoter	Cra	pck	C	b3403	b3403
tf-promoter	Cra	pdeL	C	b0315	b0315
tf-promoter	Cra	pdeL	S	b0315	b0315
tf-promoter	Cra	pdhR	C	b0113	b0113
tf-promoter	Cra	pfkA	C	b3916	b3916
tf-promoter	Cra	poxB	W	b0871	b0873
tf-promoter	Cra	ppc	S	b3956	b3956
tf-promoter	Cra	ppsA	C	b1702	b1702
tf-promoter	Cra	prpB	S	b0331	b0331
tf-promoter	Cra	ptsH	C	b2415	b2415
tf-promoter	Cra	pykF	C	b1676	b1676
tf-promoter	Cra	sgrS	S	b4577	b4577
tf-promoter	Cra	tpiA	S	b3919	b3919
tf-promoter	Cra	zwf	W	b1852	b1852
tf-promoter	CreB	creD	S	b4400	b4397
tf-promoter	CreB	malE	W	b4034	b4034
tf-promoter	CreB	talA	W	b2464	b2464
tf-promoter	CRP	aaeR	S	b3243	b3243
tf-promoter	CRP	aaeX	S	b3242	b3242
tf-promoter	CRP	aceB	W	b4014	b4014
tf-promoter	CRP	acnA	W	b1276	b4741
tf-promoter	CRP	acnB	W	b0118	b0118
tf-promoter	CRP	acs	C	b4069	b4069
tf-promoter	CRP	aer	C	b3072	b3072
tf-promoter	CRP	agp	W	b1002	b1002
tf-promoter	CRP	aldA	W	b1415	b1415
tf-promoter	CRP	aldB	S	b3588	b3588
tf-promoter	CRP	ampD	W	b0110	b0110
tf-promoter	CRP	ansB	S	b2957	b2957
tf-promoter	CRP	araB	C	b0063	b0063
tf-promoter	CRP	araC	C	b0064	b0064
tf-promoter	CRP	araE	S	b2841	b2841
tf-promoter	CRP	araF	C	b1901	b1901
tf-promoter	CRP	araJ	S	b0396	b0396
tf-promoter	CRP	argG	C	b3172	b3172
tf-promoter	CRP	ascF	S	b2715	b2715
tf-promoter	CRP	aspA	S	b4139	b4139
tf-promoter	CRP	azuR	S	b4434	b4434
tf-promoter	CRP	azuR	W	b4434	b4434
tf-promoter	CRP	bglG	C	b3723	b3723
tf-promoter	CRP	bhsA	C	b1112	b1112
tf-promoter	CRP	btsT	C	b4354	b4354
tf-promoter	CRP	caiF	W	b0034	b0034
tf-promoter	CRP	caiT	S	b0040	b0040
tf-promoter	CRP	cas3	C	b2761	b2761
tf-promoter	CRP	casA	S	b2760	b2760
tf-promoter	CRP	cdd	C	b2143	b2143
tf-promoter	CRP	chbB	S	b1738	b1738
tf-promoter	CRP	chiZ	W	b4808	b4808
tf-promoter	CRP	cirA	W	b2155	b2155
tf-promoter	CRP	citC	W	b0618	b0618
tf-promoter	CRP	comR	C	b1111	b1111
tf-promoter	CRP	cpdB	S	b4213	b4213
tf-promoter	CRP	crp	C	b3357	b3357
tf-promoter	CRP	csgD	W	b1040	b1040
tf-promoter	CRP	csiE	W	b2535	b2535
tf-promoter	CRP	cspD	C	b0880	b0880
